generation,N
1,50000
2,51002
3,51219
4,51609
5,52109
6,51538
7,51527
8,51269
9,51476
10,51296
11,51260
12,51259
13,52060
14,52342
15,51906
16,51714
17,51688
18,51510
19,51867
20,52138
21,51857
22,52105
23,51693
24,51808
25,51911
26,52215
27,52074
28,51900
29,51322
30,51814
31,52077
32,52317
33,52134
34,52211
35,52155
36,52015
37,51603
38,51502
39,51349
40,51532
41,51202
42,51813
43,51834
44,52176
45,52332
46,52431
47,52811
48,52494
49,52004
50,52208
