gen,popsize,num_dd,num_dwt,num_wtwt,num_d_alleles,rate_d_alleles,replicate
-9,24199,0,0,24199,0,0,1
-8,24106,0,0,24106,0,0,1
-7,24220,0,0,24220,0,0,1
-6,23987,0,0,23987,0,0,1
-5,24165,0,0,24165,0,0,1
-4,24091,0,0,24091,0,0,1
-3,24220,0,0,24220,0,0,1
-2,24176,0,0,24176,0,0,1
-1,24238,0,0,24238,0,0,1
0,24402,300,0,24102,600,0.0122941,1
1,24004,92,361,23551,545,0.0113523,1
2,24196,49,377,23770,475,0.00981567,1
3,24132,51,342,23739,444,0.0091994,1
4,24205,28,342,23835,398,0.00822144,1
5,24212,20,299,23893,339,0.00700066,1
6,24152,17,273,23862,307,0.00635558,1
7,24180,14,280,23886,308,0.0063689,1
8,24125,13,255,23857,281,0.00582383,1
9,24119,9,213,23897,231,0.00478876,1
10,24157,4,188,23965,196,0.0040568,1
11,24079,7,174,23898,188,0.00390382,1
12,24234,3,177,24054,183,0.00377569,1
13,24173,0,164,24009,164,0.00339221,1
14,24177,2,141,24034,145,0.00299872,1
15,24175,1,126,24048,128,0.00264736,1
16,24038,2,125,23911,129,0.00268325,1
17,24266,2,133,24131,137,0.00282288,1
18,24103,1,133,23969,135,0.00280048,1
19,24207,2,133,24072,137,0.00282976,1
20,24160,0,130,24030,130,0.0026904,1
21,24177,1,113,24063,115,0.00237829,1
22,24237,1,106,24130,108,0.002228,1
23,24228,0,102,24126,102,0.002105,1
24,24138,0,93,24045,93,0.00192642,1
25,24165,2,90,24073,94,0.00194496,1
26,24269,0,96,24173,96,0.00197783,1
27,24236,1,99,24136,101,0.00208368,1
28,24218,1,92,24125,94,0.00194071,1
29,24235,1,85,24149,87,0.00179492,1
30,24127,0,62,24065,62,0.00128487,1
31,24070,0,71,23999,71,0.00147486,1
32,24364,1,60,24303,62,0.00127237,1
33,24135,0,35,24100,35,7.25088e-4,1
34,24065,0,30,24035,30,6.23312e-4,1
35,24076,3,36,24037,42,8.72238e-4,1
36,24407,0,37,24370,37,7.57979e-4,1
37,24277,0,35,24242,35,7.20847e-4,1
38,24149,0,40,24109,40,8.28192e-4,1
39,24221,0,39,24182,39,8.05086e-4,1
40,24152,0,54,24098,54,0.00111792,1
41,24184,0,51,24133,51,0.00105442,1
42,24250,0,43,24207,43,8.86598e-4,1
43,24213,0,29,24184,29,5.98852e-4,1
44,24059,0,17,24042,17,3.53298e-4,1
45,24215,0,9,24206,9,1.85835e-4,1
46,24092,0,12,24080,12,2.49045e-4,1
47,24163,0,6,24157,6,1.24157e-4,1
48,24237,0,7,24230,7,1.44407e-4,1
49,24148,0,6,24142,6,1.24234e-4,1
50,24220,0,5,24215,5,1.0322e-4,1
51,24062,0,1,24061,1,2.07797e-5,1
52,24164,0,0,24164,0,0,1
53,24105,0,0,24105,0,0,1
54,24263,0,0,24263,0,0,1
55,24263,0,0,24263,0,0,1
56,24041,0,0,24041,0,0,1
57,24105,0,0,24105,0,0,1
58,24250,0,0,24250,0,0,1
59,24207,0,0,24207,0,0,1
60,24132,0,0,24132,0,0,1
61,24146,0,0,24146,0,0,1
62,24138,0,0,24138,0,0,1
63,24204,0,0,24204,0,0,1
64,24203,0,0,24203,0,0,1
65,24293,0,0,24293,0,0,1
66,24113,0,0,24113,0,0,1
67,24304,0,0,24304,0,0,1
68,24245,0,0,24245,0,0,1
69,24331,0,0,24331,0,0,1
70,24075,0,0,24075,0,0,1
71,24220,0,0,24220,0,0,1
72,24243,0,0,24243,0,0,1
73,24011,0,0,24011,0,0,1
74,24179,0,0,24179,0,0,1
75,24212,0,0,24212,0,0,1
76,24061,0,0,24061,0,0,1
77,24077,0,0,24077,0,0,1
78,24131,0,0,24131,0,0,1
79,24110,0,0,24110,0,0,1
80,24338,0,0,24338,0,0,1
81,24330,0,0,24330,0,0,1
82,24232,0,0,24232,0,0,1
83,24247,0,0,24247,0,0,1
84,24361,0,0,24361,0,0,1
85,24117,0,0,24117,0,0,1
86,24189,0,0,24189,0,0,1
87,24135,0,0,24135,0,0,1
88,24138,0,0,24138,0,0,1
89,24199,0,0,24199,0,0,1
90,24178,0,0,24178,0,0,1
91,24159,0,0,24159,0,0,1
92,24139,0,0,24139,0,0,1
93,24188,0,0,24188,0,0,1
94,23971,0,0,23971,0,0,1
95,24058,0,0,24058,0,0,1
96,24234,0,0,24234,0,0,1
97,24320,0,0,24320,0,0,1
98,24220,0,0,24220,0,0,1
99,24245,0,0,24245,0,0,1
100,24353,0,0,24353,0,0,1
-9,24102,0,0,24102,0,0,2
-8,24352,0,0,24352,0,0,2
-7,24112,0,0,24112,0,0,2
-6,24326,0,0,24326,0,0,2
-5,24105,0,0,24105,0,0,2
-4,24275,0,0,24275,0,0,2
-3,24030,0,0,24030,0,0,2
-2,24231,0,0,24231,0,0,2
-1,24114,0,0,24114,0,0,2
0,24581,300,0,24281,600,0.0122045,2
1,24323,115,372,23836,602,0.0123751,2
2,24197,73,427,23697,573,0.0118403,2
3,24111,77,441,23593,595,0.0123388,2
4,24089,66,485,23538,617,0.0128067,2
5,24090,39,438,23613,516,0.0107098,2
6,24038,49,323,23666,421,0.00875697,2
7,24174,22,405,23747,449,0.00928684,2
8,24092,28,350,23714,406,0.00842603,2
9,24179,30,357,23792,417,0.00862319,2
10,24261,25,361,23875,411,0.00847038,2
11,24160,25,395,23740,445,0.00920944,2
12,24261,25,375,23861,425,0.00875891,2
13,24130,25,343,23762,393,0.00814339,2
14,24010,19,296,23695,334,0.00695544,2
15,24017,24,294,23699,342,0.00711996,2
16,24182,8,307,23867,323,0.00667852,2
17,24170,17,294,23859,328,0.00678527,2
18,24167,18,308,23841,344,0.00711714,2
19,24324,9,285,24030,303,0.00622842,2
20,24175,9,291,23875,309,0.0063909,2
21,24214,13,258,23943,284,0.00586438,2
22,24239,13,275,23951,301,0.006209,2
23,24162,17,262,23883,296,0.00612532,2
24,24233,19,305,23909,343,0.00707713,2
25,24127,12,326,23789,350,0.00725328,2
26,24166,10,294,23862,314,0.00649673,2
27,24211,3,238,23970,244,0.00503903,2
28,24308,7,202,24099,216,0.00444298,2
29,24281,3,197,24081,203,0.00418022,2
30,24040,6,183,23851,195,0.00405574,2
31,24054,2,145,23907,149,0.0030972,2
32,24148,1,155,23992,157,0.00325079,2
33,24115,3,139,23973,145,0.00300643,2
34,24255,0,129,24126,129,0.00265925,2
35,24116,0,116,24000,116,0.0024050400000000002,2
36,24039,1,106,23932,108,0.00224635,2
37,24058,0,91,23967,91,0.00189126,2
38,24137,1,72,24064,74,0.00153292,2
39,24222,0,52,24170,52,0.0010734,2
40,24092,0,50,24042,50,0.00103769,2
41,24218,1,42,24175,44,9.08415e-4,2
42,24151,0,43,24108,43,8.90232e-4,2
43,24200,0,48,24152,48,9.91736e-4,2
44,24076,0,49,24027,49,0.00101761,2
45,24156,0,50,24106,50,0.00103494,2
46,24283,0,56,24227,56,0.00115307,2
47,24271,0,46,24225,46,9.47633e-4,2
48,24222,0,37,24185,37,7.63768e-4,2
49,24120,0,27,24093,27,5.59701e-4,2
50,24134,0,25,24109,25,5.17941e-4,2
51,24288,0,22,24266,22,4.52899e-4,2
52,24171,0,19,24152,19,3.93033e-4,2
53,24168,0,15,24153,15,3.10328e-4,2
54,24261,1,17,24243,19,3.91575e-4,2
55,24252,1,12,24239,14,2.88636e-4,2
56,24097,0,12,24085,12,2.48994e-4,2
57,24225,0,9,24216,9,1.85759e-4,2
58,24489,0,10,24479,10,2.04173e-4,2
59,24070,0,13,24057,13,2.70046e-4,2
60,24166,0,11,24155,11,2.27592e-4,2
61,24270,0,10,24260,10,2.06016e-4,2
62,24306,0,6,24300,6,1.23426e-4,2
63,24294,0,4,24290,4,8.23249e-5,2
64,24219,0,1,24218,1,2.06449e-5,2
65,24312,0,1,24311,1,2.0566e-5,2
66,24083,0,0,24083,0,0,2
67,24321,0,0,24321,0,0,2
68,24267,0,0,24267,0,0,2
69,24157,0,0,24157,0,0,2
70,24435,0,0,24435,0,0,2
71,24110,0,0,24110,0,0,2
72,24127,0,0,24127,0,0,2
73,24287,0,0,24287,0,0,2
74,24084,0,0,24084,0,0,2
75,24181,0,0,24181,0,0,2
76,24175,0,0,24175,0,0,2
77,24330,0,0,24330,0,0,2
78,24112,0,0,24112,0,0,2
79,24115,0,0,24115,0,0,2
80,24260,0,0,24260,0,0,2
81,24125,0,0,24125,0,0,2
82,24242,0,0,24242,0,0,2
83,24018,0,0,24018,0,0,2
84,24268,0,0,24268,0,0,2
85,24042,0,0,24042,0,0,2
86,24300,0,0,24300,0,0,2
87,24225,0,0,24225,0,0,2
88,24152,0,0,24152,0,0,2
89,24373,0,0,24373,0,0,2
90,24253,0,0,24253,0,0,2
91,24039,0,0,24039,0,0,2
92,24216,0,0,24216,0,0,2
93,24254,0,0,24254,0,0,2
94,24135,0,0,24135,0,0,2
95,24248,0,0,24248,0,0,2
96,24100,0,0,24100,0,0,2
97,24314,0,0,24314,0,0,2
98,24297,0,0,24297,0,0,2
99,24062,0,0,24062,0,0,2
100,24228,0,0,24228,0,0,2
-9,24186,0,0,24186,0,0,3
-8,24315,0,0,24315,0,0,3
-7,24264,0,0,24264,0,0,3
-6,24156,0,0,24156,0,0,3
-5,24280,0,0,24280,0,0,3
-4,24040,0,0,24040,0,0,3
-3,24044,0,0,24044,0,0,3
-2,24138,0,0,24138,0,0,3
-1,24148,0,0,24148,0,0,3
0,24603,300,0,24303,600,0.0121936,3
1,24036,96,476,23464,668,0.0138958,3
2,24270,78,478,23714,634,0.0130614,3
3,24014,67,427,23520,561,0.0116807,3
4,24141,53,432,23656,538,0.0111429,3
5,24223,46,409,23768,501,0.0103414,3
6,24217,45,415,23757,505,0.0104266,3
7,24043,38,378,23627,454,0.00944142,3
8,24152,38,397,23717,473,0.00979215,3
9,24178,31,403,23744,465,0.00961618,3
10,24180,28,340,23812,396,0.00818859,3
11,24180,13,284,23883,310,0.00641026,3
12,24275,14,252,24009,280,0.00576725,3
13,24217,12,228,23977,252,0.00520296,3
14,24086,9,202,23875,220,0.00456697,3
15,24189,5,205,23979,215,0.00444417,3
16,24060,3,206,23851,212,0.00440565,3
17,24077,1,189,23887,191,0.00396644,3
18,24153,0,174,23979,174,0.00360204,3
19,24169,2,188,23979,192,0.00397203,3
20,24151,4,178,23969,186,0.00385077,3
21,24158,6,176,23976,188,0.00389105,3
22,24178,8,140,24030,156,0.00322607,3
23,24198,0,131,24067,131,0.00270684,3
24,24201,1,133,24067,135,0.00278914,3
25,24224,1,111,24112,113,0.0023324,3
26,24045,1,116,23928,118,0.00245373,3
27,24025,1,84,23940,86,0.0017898,3
28,24252,0,57,24195,57,0.00117516,3
29,24092,0,43,24049,43,8.92412e-4,3
30,24129,0,50,24079,50,0.0010361,3
31,24045,0,40,24005,40,8.31774e-4,3
32,24293,0,50,24243,50,0.0010291,3
33,24021,0,45,23976,45,9.3668e-4,3
34,24089,0,38,24051,38,7.88742e-4,3
35,24211,0,44,24167,44,9.08678e-4,3
36,24159,0,46,24113,46,9.52026e-4,3
37,24294,0,42,24252,42,8.64411e-4,3
38,24108,0,39,24069,39,8.0886e-4,3
39,24264,0,39,24225,39,8.0366e-4,3
40,24312,0,29,24283,29,5.96413e-4,3
41,24187,0,22,24165,22,4.5479e-4,3
42,24025,0,20,24005,20,4.16233e-4,3
43,24141,0,19,24122,19,3.93521e-4,3
44,24133,0,17,24116,17,3.52215e-4,3
45,24240,0,9,24231,9,1.85644e-4,3
46,24210,0,8,24202,8,1.65221e-4,3
47,24323,0,6,24317,6,1.2334e-4,3
48,23949,0,5,23944,5,1.04388e-4,3
49,24244,0,4,24240,4,8.24946e-5,3
50,24102,0,3,24099,3,6.22355e-5,3
51,24416,0,0,24416,0,0,3
52,24207,0,0,24207,0,0,3
53,24229,0,0,24229,0,0,3
54,24132,0,0,24132,0,0,3
55,24299,0,0,24299,0,0,3
56,24042,0,0,24042,0,0,3
57,24175,0,0,24175,0,0,3
58,24213,0,0,24213,0,0,3
59,24106,0,0,24106,0,0,3
60,24211,0,0,24211,0,0,3
61,24198,0,0,24198,0,0,3
62,24210,0,0,24210,0,0,3
63,24145,0,0,24145,0,0,3
64,24184,0,0,24184,0,0,3
65,24249,0,0,24249,0,0,3
66,24260,0,0,24260,0,0,3
67,24299,0,0,24299,0,0,3
68,24117,0,0,24117,0,0,3
69,24069,0,0,24069,0,0,3
70,24260,0,0,24260,0,0,3
71,24201,0,0,24201,0,0,3
72,24141,0,0,24141,0,0,3
73,24227,0,0,24227,0,0,3
74,24239,0,0,24239,0,0,3
75,24159,0,0,24159,0,0,3
76,24304,0,0,24304,0,0,3
77,24137,0,0,24137,0,0,3
78,24143,0,0,24143,0,0,3
79,24336,0,0,24336,0,0,3
80,24212,0,0,24212,0,0,3
81,24141,0,0,24141,0,0,3
82,24170,0,0,24170,0,0,3
83,24221,0,0,24221,0,0,3
84,23879,0,0,23879,0,0,3
85,23999,0,0,23999,0,0,3
86,24268,0,0,24268,0,0,3
87,24105,0,0,24105,0,0,3
88,24399,0,0,24399,0,0,3
89,24166,0,0,24166,0,0,3
90,24102,0,0,24102,0,0,3
91,24084,0,0,24084,0,0,3
92,24220,0,0,24220,0,0,3
93,24215,0,0,24215,0,0,3
94,24162,0,0,24162,0,0,3
95,24303,0,0,24303,0,0,3
96,24190,0,0,24190,0,0,3
97,24154,0,0,24154,0,0,3
98,24125,0,0,24125,0,0,3
99,24270,0,0,24270,0,0,3
100,24263,0,0,24263,0,0,3
-9,24144,0,0,24144,0,0,4
-8,24245,0,0,24245,0,0,4
-7,24090,0,0,24090,0,0,4
-6,24205,0,0,24205,0,0,4
-5,23989,0,0,23989,0,0,4
-4,24299,0,0,24299,0,0,4
-3,24154,0,0,24154,0,0,4
-2,24320,0,0,24320,0,0,4
-1,24243,0,0,24243,0,0,4
0,24475,300,0,24175,600,0.0122574,4
1,24205,53,438,23714,544,0.0112373,4
2,24059,38,419,23602,495,0.0102872,4
3,24051,25,350,23676,400,0.00831566,4
4,24021,20,338,23663,378,0.00786812,4
5,24364,28,310,24026,366,0.00751108,4
6,24287,17,339,23931,373,0.00767901,4
7,24353,20,320,24013,360,0.00739129,4
8,24112,15,288,23809,318,0.00659423,4
9,24110,8,264,23838,280,0.00580672,4
10,24213,8,243,23962,259,0.00534837,4
11,24261,5,230,24026,240,0.00494621,4
12,24097,6,207,23884,219,0.00454413,4
13,24231,4,205,24022,213,0.0043952,4
14,24015,2,183,23830,187,0.0038934,4
15,24295,11,178,24106,200,0.00411607,4
16,24313,2,197,24114,201,0.00413359,4
17,24341,2,176,24163,180,0.00369747,4
18,24134,1,154,23979,156,0.00323195,4
19,24346,3,136,24207,142,0.00291629,4
20,24040,3,134,23903,140,0.00291181,4
21,24425,0,129,24296,129,0.00264074,4
22,24240,0,104,24136,104,0.00214521,4
23,24351,0,72,24279,72,0.00147838,4
24,24393,0,65,24328,65,0.00133235,4
25,24394,1,68,24325,70,0.00143478,4
26,24101,0,60,24041,60,0.00124476,4
27,24093,3,46,24044,52,0.00107915,4
28,24205,1,37,24167,39,8.05619e-4,4
29,24340,0,34,24306,34,6.98439e-4,4
30,24161,0,30,24131,30,6.20835e-4,4
31,24184,0,12,24172,12,2.48098e-4,4
32,24189,0,7,24182,7,1.44694e-4,4
33,24224,0,9,24215,9,1.85766e-4,4
34,24287,0,10,24277,10,2.05871e-4,4
35,24143,0,14,24129,14,2.89939e-4,4
36,24309,0,11,24298,11,2.26254e-4,4
37,24175,0,14,24161,14,2.89555e-4,4
38,24241,0,24,24217,24,4.95029e-4,4
39,24136,0,16,24120,16,3.31455e-4,4
40,24244,0,6,24238,6,1.23742e-4,4
41,24152,0,1,24151,1,2.07022e-5,4
42,24266,0,1,24265,1,2.0605e-5,4
43,24272,0,0,24272,0,0,4
44,24141,0,0,24141,0,0,4
45,24249,0,0,24249,0,0,4
46,24088,0,0,24088,0,0,4
47,24344,0,0,24344,0,0,4
48,24240,0,0,24240,0,0,4
49,24264,0,0,24264,0,0,4
50,24209,0,0,24209,0,0,4
51,24111,0,0,24111,0,0,4
52,24230,0,0,24230,0,0,4
53,24114,0,0,24114,0,0,4
54,24290,0,0,24290,0,0,4
55,24281,0,0,24281,0,0,4
56,24093,0,0,24093,0,0,4
57,24022,0,0,24022,0,0,4
58,24205,0,0,24205,0,0,4
59,24159,0,0,24159,0,0,4
60,24120,0,0,24120,0,0,4
61,24170,0,0,24170,0,0,4
62,24038,0,0,24038,0,0,4
63,24260,0,0,24260,0,0,4
64,24296,0,0,24296,0,0,4
65,24186,0,0,24186,0,0,4
66,24224,0,0,24224,0,0,4
67,24281,0,0,24281,0,0,4
68,24107,0,0,24107,0,0,4
69,24055,0,0,24055,0,0,4
70,24103,0,0,24103,0,0,4
71,24205,0,0,24205,0,0,4
72,24264,0,0,24264,0,0,4
73,24185,0,0,24185,0,0,4
74,24223,0,0,24223,0,0,4
75,24253,0,0,24253,0,0,4
76,24095,0,0,24095,0,0,4
77,24209,0,0,24209,0,0,4
78,24300,0,0,24300,0,0,4
79,24327,0,0,24327,0,0,4
80,24167,0,0,24167,0,0,4
81,24097,0,0,24097,0,0,4
82,24247,0,0,24247,0,0,4
83,24138,0,0,24138,0,0,4
84,24190,0,0,24190,0,0,4
85,24272,0,0,24272,0,0,4
86,24118,0,0,24118,0,0,4
87,24198,0,0,24198,0,0,4
88,24254,0,0,24254,0,0,4
89,24253,0,0,24253,0,0,4
90,24216,0,0,24216,0,0,4
91,24193,0,0,24193,0,0,4
92,24220,0,0,24220,0,0,4
93,24323,0,0,24323,0,0,4
94,24246,0,0,24246,0,0,4
95,24150,0,0,24150,0,0,4
96,24153,0,0,24153,0,0,4
97,24099,0,0,24099,0,0,4
98,24170,0,0,24170,0,0,4
99,24324,0,0,24324,0,0,4
100,24238,0,0,24238,0,0,4
-9,24185,0,0,24185,0,0,5
-8,24168,0,0,24168,0,0,5
-7,24099,0,0,24099,0,0,5
-6,24167,0,0,24167,0,0,5
-5,24092,0,0,24092,0,0,5
-4,24279,0,0,24279,0,0,5
-3,24059,0,0,24059,0,0,5
-2,24266,0,0,24266,0,0,5
-1,24296,0,0,24296,0,0,5
0,24498,300,0,24198,600,0.0122459,5
1,24134,102,429,23603,633,0.0131143,5
2,24103,81,394,23628,556,0.0115338,5
