gen, popsize, num_dd, num_dwt, num_wtwt, num_d_alleles, rate_d_alleles
-9,24190,0,0,24190,0,0.0
-8,24202,0,0,24202,0,0.0
-7,24276,0,0,24276,0,0.0
-6,24083,0,0,24083,0,0.0
-5,24026,0,0,24026,0,0.0
-4,24126,0,0,24126,0,0.0
-3,24217,0,0,24217,0,0.0
-2,24264,0,0,24264,0,0.0
-1,24303,0,0,24303,0,0.0
0,24969,800,0,24169,1600,0.0320397
1,24205,397,708,23100,1502,0.0310266
2,24172,268,859,23045,1395,0.0288557
3,24078,258,891,22929,1407,0.0292175
4,24199,272,899,23028,1443,0.0298153
5,24170,284,1011,22875,1579,0.0326645
6,24245,284,1006,22955,1574,0.0324603
7,24297,287,1008,23002,1582,0.0325555
8,24119,241,997,22881,1479,0.0306605
9,24224,225,1021,22978,1471,0.0303625
10,24105,236,1028,22841,1500,0.0311139
11,24278,264,1109,22905,1637,0.0337137
12,24064,281,1209,22574,1771,0.0367977
13,24312,317,1161,22834,1795,0.0369159
14,24230,268,1173,22789,1709,0.0352662
15,24151,263,1149,22739,1675,0.0346777
16,24160,232,1205,22723,1669,0.0345406
17,24241,267,1171,22803,1705,0.0351677
18,24072,272,1166,22634,1710,0.0355184
19,24077,299,1202,22576,1800,0.0373801
20,24208,323,1239,22646,1885,0.0389334
21,24089,352,1244,22493,1948,0.0404334
22,24133,321,1205,22607,1847,0.0382671
23,24128,305,1254,22569,1864,0.0386273
24,24068,341,1285,22442,1967,0.0408634
25,24092,354,1288,22450,1996,0.0414245
26,24158,364,1440,22354,2168,0.0448713
27,24281,444,1400,22437,2288,0.047115
28,24128,467,1391,22270,2325,0.0481805
29,23974,504,1425,22045,2433,0.0507425
30,24031,535,1529,21967,2599,0.054076
31,24122,641,1527,21954,2809,0.0582249
32,24026,630,1641,21755,2901,0.0603721
33,24081,703,1602,21776,3008,0.0624559
34,24187,792,1626,21769,3210,0.066358
35,24181,853,1675,21653,3381,0.0699103
36,24122,858,1648,21616,3364,0.0697289
37,24121,939,1707,21475,3585,0.0743128
38,24172,1015,1704,21453,3734,0.0772381
39,24367,1008,1810,21549,3826,0.0785078
40,24280,1153,1779,21348,4085,0.0841227
