gen, popsize, num_dd, num_dwt, num_wtwt, num_d_alleles, rate_d_alleles
-9,24142,0,0,24142,0,0.0
-8,24297,0,0,24297,0,0.0
-7,24028,0,0,24028,0,0.0
-6,24175,0,0,24175,0,0.0
-5,24251,0,0,24251,0,0.0
-4,24027,0,0,24027,0,0.0
-3,24057,0,0,24057,0,0.0
-2,24133,0,0,24133,0,0.0
-1,24238,0,0,24238,0,0.0
0,24636,625,0,24011,1250,0.0253694
1,24215,276,728,23211,1280,0.0264299
2,24162,269,848,23045,1386,0.0286814
3,24211,281,861,23069,1423,0.0293875
4,24307,272,916,23119,1460,0.0300325
5,24250,291,892,23067,1474,0.0303918
6,24160,268,926,22966,1462,0.0302566
7,24189,282,1015,22892,1579,0.0326388
8,24093,265,1002,22826,1532,0.0317935
9,24215,241,1100,22874,1582,0.0326657
10,24151,302,1086,22763,1690,0.0349882
11,24235,293,1065,22877,1651,0.0340623
12,24158,279,1087,22792,1645,0.0340467
13,24158,276,1164,22718,1716,0.0355162
14,24207,287,1146,22774,1720,0.0355269
15,24257,305,1132,22820,1742,0.0359072
16,24220,281,1167,22772,1729,0.0356936
17,24180,257,1189,22734,1703,0.0352151
18,24317,266,1163,22888,1695,0.0348522
19,24122,248,1165,22709,1661,0.0344292
20,24069,273,1120,22676,1666,0.0346088
21,24204,295,1201,22708,1791,0.036998
22,24078,276,1180,22622,1732,0.0359664
23,24235,263,1207,22765,1733,0.0357541
24,24010,249,1148,22613,1646,0.0342774
25,24140,283,1152,22705,1718,0.0355841
26,24150,296,1119,22735,1711,0.0354244
27,24064,295,1173,22596,1763,0.0366315
28,24084,264,1036,22784,1564,0.0324697
29,24170,281,990,22899,1552,0.0321059
30,24130,259,1086,22785,1604,0.0332366
31,24073,247,1148,22678,1642,0.0341046
32,24207,299,1156,22752,1754,0.0362292
33,24109,292,1207,22610,1791,0.0371438
34,24147,312,1216,22619,1840,0.0381
35,24158,329,1182,22647,1840,0.0380826
36,23999,365,1186,22448,1916,0.0399183
37,24005,468,1240,22297,2176,0.0453239
38,24143,469,1333,22341,2271,0.0470323
39,24114,481,1406,22227,2368,0.0491001
40,24048,533,1363,22152,2429,0.0505032
41,24070,558,1337,22175,2453,0.0509555
42,24100,626,1293,22181,2545,0.0528008
43,24235,631,1391,22213,2653,0.0547349
44,24348,683,1436,22229,2802,0.0575407
45,24050,820,1392,21838,3032,0.0630353
46,24234,917,1514,21803,3348,0.0690765
47,24199,1009,1574,21616,3592,0.0742179
48,24308,1140,1593,21575,3873,0.0796651
49,24423,1270,1558,21595,4098,0.0838963
50,24353,1330,1700,21323,4360,0.0895167
51,24260,1486,1687,21087,4659,0.0960223
52,24316,1698,1758,20860,5154,0.10598
53,24499,1983,1760,20756,5726,0.116862
54,24337,2302,1736,20299,6340,0.130254
55,24649,2731,1694,20224,7156,0.145158
56,24606,3207,1780,19619,8194,0.166504
57,24813,3687,1860,19266,9234,0.186072
58,24775,4365,1840,18570,10570,0.21332
59,25001,5000,1735,18266,11735,0.234691
60,25302,5754,1717,17831,13225,0.261343
61,25262,6507,1648,17107,14662,0.290199
62,25383,7156,1677,16550,15989,0.314955
63,25419,8008,1697,15714,17713,0.34842
64,25874,9040,1563,15271,19643,0.37959
65,25686,9842,1578,14266,21262,0.413883
66,26211,10775,1546,13890,23096,0.440578
67,26329,11431,1499,13399,24361,0.462627
68,26145,11921,1335,12889,25177,0.481488
69,26554,12538,1282,12734,26358,0.496309
70,26552,12959,1169,12424,27087,0.510075
71,26832,13649,1145,12038,28443,0.53002
72,26801,13982,1131,11688,29095,0.542797
73,26907,14233,965,11709,29431,0.546902
74,27176,14694,972,11510,30360,0.558581
75,27132,14913,954,11265,30780,0.567227
76,26800,14948,776,11076,30672,0.572239
77,27069,15289,784,10996,31362,0.579297
78,27163,15604,786,10773,31994,0.588926
79,27208,15853,762,10593,32468,0.596663
80,27198,16079,807,10312,32965,0.606019
81,27279,16318,750,10211,33386,0.611936
82,27175,16073,763,10339,32909,0.605501
83,27062,15979,755,10328,32713,0.604408
84,27235,16133,906,10196,33172,0.608996
85,27271,16417,867,9987,33701,0.617891
86,27296,16643,781,9872,34067,0.624029
87,27453,16709,844,9900,34262,0.624012
88,27217,16503,842,9872,33848,0.621817
89,27495,16917,855,9723,34689,0.630824
90,27312,16763,862,9687,34388,0.62954
91,27288,16830,878,9580,34538,0.632842
92,27270,16743,908,9619,34394,0.63062
93,27462,17012,894,9556,34918,0.635751
94,27311,17025,805,9481,34855,0.638113
95,27499,17179,792,9528,35150,0.639114
96,27423,17143,883,9397,35169,0.641232
97,27484,17499,859,9126,35857,0.652325
98,27461,17626,805,9030,36057,0.656513
99,27588,17634,832,9122,36100,0.65427
100,27429,17455,804,9170,35714,0.651026
-9,24250,0,0,24250,0,0.0
-8,24094,0,0,24094,0,0.0
-7,24298,0,0,24298,0,0.0
-6,24087,0,0,24087,0,0.0
-5,24109,0,0,24109,0,0.0
-4,24210,0,0,24210,0,0.0
-3,24156,0,0,24156,0,0.0
-2,24174,0,0,24174,0,0.0
-1,24258,0,0,24258,0,0.0
0,24899,625,0,24274,1250,0.0251014
1,24203,294,612,23297,1200,0.0247903
2,24317,266,717,23334,1249,0.0256816
3,24123,244,705,23174,1193,0.0247274
4,24155,259,685,23211,1203,0.0249017
5,24146,205,742,23199,1152,0.0238549
6,24197,190,774,23233,1154,0.0238459
7,24220,204,815,23201,1223,0.0252477
8,24211,245,794,23172,1284,0.0265169
9,24188,257,871,23060,1385,0.0286299
10,24210,261,821,23128,1343,0.0277365
11,24191,298,881,23012,1477,0.0305279
12,24133,300,890,22943,1490,0.0308706
13,24275,311,948,23016,1570,0.0323378
14,24142,308,976,22858,1592,0.0329716
15,24061,329,1013,22719,1671,0.0347242
16,24145,314,1044,22787,1672,0.0346241
17,23965,329,1056,22580,1714,0.0357605
18,24109,305,1059,22745,1669,0.0346136
19,24003,307,952,22744,1566,0.0326209
20,24087,253,1029,22805,1535,0.0318637
21,24273,253,1000,23020,1506,0.0310221
22,24014,262,1065,22687,1589,0.0330849
23,23849,275,1034,22540,1584,0.0332089
24,24296,271,1032,22993,1574,0.0323922
25,24071,302,1066,22703,1670,0.034689
26,24201,290,1157,22754,1737,0.0358869
27,24077,319,1188,22570,1826,0.03792
28,24105,309,1240,22556,1858,0.0385397
29,24288,366,1208,22714,1940,0.0399374
30,24162,325,1237,22600,1887,0.0390489
