0.0654,0,0,3316,0.0646318,118,59,0
0.0654,0,1,3560,0.0699631,102,51,0
0.0654,0,2,3611,0.0704448,123,58,7
0.0654,0,3,3460,0.0685013,49,22,5
0.0654,0,4,3406,0.0677299,38,16,6
0.0654,0,5,3366,0.0666904,68,26,16
0.0654,0,6,3351,0.0664749,63,21,21
0.0654,0,7,3270,0.0643878,66,26,14
0.0654,0,8,3381,0.0674473,70,27,16
0.0654,0,9,3444,0.0674052,62,24,14
0.0654,0,10,3528,0.068335,80,33,14
0.0654,0,11,3520,0.0688307,62,23,16
0.0654,0,12,3552,0.0697647,56,22,12
0.0654,0,13,3486,0.068926,74,26,22
0.0654,0,14,3419,0.0674625,68,25,18
0.0654,0,15,3403,0.0678862,36,14,8
0.0654,0,16,3292,0.0666856,32,12,8
0.0654,0,17,3179,0.0652772,18,4,10
0.0654,0,18,3243,0.064445,65,23,19
0.0654,0,19,3159,0.0629132,82,33,16
0.0654,0,20,3029,0.0604012,53,16,21
0.0654,0,21,3087,0.0614304,57,14,29
0.0654,0,22,3089,0.0611586,46,11,24
0.0654,0,23,3106,0.0612962,83,33,17
0.0654,0,24,3004,0.06008,39,10,19
0.0654,0,25,3009,0.0602958,59,13,33
0.0654,0,26,3107,0.0609144,67,22,23
0.0654,0,27,3070,0.0601348,58,16,26
0.0654,0,28,2873,0.0567585,38,8,22
0.0654,0,29,2722,0.0544444,41,7,27
0.0654,0,30,2558,0.0510905,33,8,17
0.0654,0,31,2465,0.0491134,32,10,12
0.0654,0,32,2468,0.0487921,32,10,12
0.0654,0,33,2307,0.0460369,30,8,14
0.0654,0,34,2427,0.0476686,37,9,19
0.0654,0,35,2172,0.0426367,49,12,25
0.0654,0,36,1997,0.0399448,15,2,11
0.0654,0,37,1973,0.0396105,27,4,19
0.0654,0,38,2016,0.0392554,51,13,25
0.0654,0,39,1898,0.0377501,32,8,16
0.0654,0,40,1790,0.0357428,35,8,19
0.0654,0,41,1703,0.0341365,37,12,13
0.0654,0,42,1619,0.0320607,35,5,25
0.0654,0,43,1454,0.0289296,17,4,9
0.0654,0,44,1382,0.0275496,22,3,16
0.0654,0,45,1300,0.0257906,20,3,14
0.0654,0,46,1218,0.0239424,14,3,8
0.0654,0,47,1064,0.0209606,10,0,10
0.0654,0,48,1017,0.0199248,12,2,8
0.0654,0,49,952,0.0187055,9,0,9
0.0654,0,50,826,0.0162088,9,1,7
0.0654,0,51,729,0.0142105,14,2,10
0.0654,0,52,599,0.0118572,5,0,5
0.0654,0,53,584,0.0114384,9,1,7
0.0654,0,54,547,0.0107902,8,0,8
0.0654,0,55,508,0.00990833,6,0,6
0.0654,0,56,421,0.00829034,3,0,3
0.0654,0,57,338,0.00660234,0,0,0
0.0654,0,58,308,0.00600132,0,0,0
0.0654,0,59,271,0.00521776,4,0,4
0.0654,0,60,216,0.0041035,6,0,6
0.0654,0,61,147,0.00278578,2,0,2
0.0654,0,62,120,0.00226202,3,0,3
0.0654,0,63,103,0.00197606,0,0,0
0.0654,0,64,91,0.00173373,4,0,4
0.0654,0,65,73,0.00138905,2,0,2
0.0654,0,66,67,0.00129144,0,0,0
0.0654,0,67,59,0.00111967,0,0,0
0.0654,0,68,42,0.000802507,0,0,0
0.0654,0,69,48,0.000932111,0,0,0
0.0654,0,70,41,0.000800187,0,0,0
0.0654,0,71,41,0.000807309,0,0,0
0.0654,0,72,26,0.000517289,0,0,0
0.0654,0,73,30,0.000594083,0,0,0
0.0654,0,74,21,0.000406835,0,0,0
0.0654,0,75,28,0.000545278,0,0,0
0.0654,0,76,29,0.000564466,1,0,1
0.0654,0,77,29,0.000549492,0,0,0
0.0654,0,78,27,0.000513757,2,0,2
0.0654,0,79,16,0.00030806,0,0,0
0.0654,0,80,16,0.00030722,0,0,0
0.0654,0,81,8,0.000153965,0,0,0
0.0654,0,82,11,0.000211295,0,0,0
0.0654,0,83,6,0.000116932,0,0,0
0.0654,0,84,3,5.81801e-05,0,0,0
0.0654,0,85,2,3.85698e-05,0,0,0
0.0654,0,86,2,3.87657e-05,0,0,0
0.0654,0,87,1,1.96063e-05,0,0,0
0.0654,0,88,3,5.82683e-05,0,0,0
0.0654,0,89,4,7.64584e-05,0,0,0
0.0654,0,90,2,3.8613e-05,0,0,0
0.0654,0,91,1,1.90389e-05,0,0,0
0.0654,0,92,0,0.0,0,0,0
0.0654,1,0,3302,0.0648264,150,75,0
0.0654,1,1,3295,0.0647348,102,49,4
0.0654,1,2,3261,0.0643373,112,51,10
0.0654,1,3,3238,0.0637351,68,32,4
0.0654,1,4,3360,0.0658617,104,46,12
0.0654,1,5,3300,0.0656246,82,32,18
0.0654,1,6,3419,0.0682817,73,31,11
0.0654,1,7,3335,0.0669114,79,33,13
0.0654,1,8,3279,0.0653369,78,30,18
