a,replicate,gen,overall_d_count, overall_d_rate, windowed_d_count, windowed_dd_count, windowed_dwt_count
0.025,0,0,1306,0.0255337,152,76,0
0.025,0,1,1275,0.0249677,93,38,17
0.025,0,2,1220,0.024011,37,12,13
0.025,0,3,1198,0.0234296,28,10,8
0.025,0,4,1110,0.0217835,37,14,9
0.025,0,5,1083,0.0210725,34,8,18
0.025,0,6,1033,0.0201153,42,10,22
0.025,0,7,976,0.0191598,22,4,14
0.025,0,8,932,0.0180823,29,4,21
0.025,0,9,810,0.0156965,18,3,12
0.025,0,10,762,0.0148088,12,1,10
0.025,0,11,640,0.0125594,17,2,13
0.025,0,12,591,0.0116274,6,1,4
0.025,0,13,498,0.00971101,4,0,4
0.025,0,14,444,0.00882108,7,0,7
0.025,0,15,465,0.00922546,5,0,5
0.025,0,16,416,0.00816583,6,0,6
0.025,0,17,375,0.00725703,2,0,2
0.025,0,18,332,0.00648666,6,0,6
0.025,0,19,328,0.00638754,3,0,3
0.025,0,20,306,0.00594082,3,0,3
0.025,0,21,275,0.00535228,5,0,5
0.025,0,22,214,0.00420614,2,0,2
0.025,0,23,203,0.00393518,0,0,0
0.025,0,24,182,0.003559,3,0,3
0.025,0,25,161,0.00316767,2,0,2
0.025,0,26,129,0.00252278,1,0,1
0.025,0,27,117,0.00228453,0,0,0
0.025,0,28,104,0.00203006,1,0,1
0.025,0,29,96,0.00187793,0,0,0
0.025,0,30,82,0.00159366,0,0,0
0.025,0,31,59,0.00116201,2,0,2
0.025,0,32,49,0.000959693,0,0,0
0.025,0,33,50,0.000979202,0,0,0
0.025,0,34,42,0.00082028,0,0,0
0.025,0,35,47,0.000916715,0,0,0
0.025,0,36,39,0.000760649,0,0,0
0.025,0,37,43,0.000847625,0,0,0
0.025,0,38,30,0.000590272,0,0,0
0.025,0,39,29,0.000567648,0,0,0
0.025,0,40,27,0.000535608,0,0,0
0.025,0,41,14,0.000273267,0,0,0
0.025,0,42,14,0.000272151,0,0,0
0.025,0,43,13,0.000253401,0,0,0
0.025,0,44,8,0.000158072,0,0,0
0.025,0,45,4,7.8232e-05,0,0,0
0.025,0,46,3,5.77501e-05,0,0,0
0.025,0,47,2,3.86877e-05,0,0,0
0.025,0,48,4,7.62079e-05,0,0,0
0.025,0,49,1,1.89358e-05,0,0,0
0.025,0,50,0,0.0,0,0,0
0.025,1,0,1148,0.0222515,110,55,0
0.025,1,1,1076,0.0210782,75,28,19
0.025,1,2,1098,0.021468,62,24,14
0.025,1,3,1103,0.0211125,48,13,22
0.025,1,4,924,0.0175492,39,3,33
0.025,1,5,848,0.0163165,34,10,14
0.025,1,6,702,0.0137222,10,1,8
0.025,1,7,646,0.0128516,31,0,31
0.025,1,8,542,0.0106075,13,1,11
0.025,1,9,505,0.00998221,12,2,8
0.025,1,10,432,0.00847857,3,0,3
0.025,1,11,417,0.00806046,3,0,3
0.025,1,12,365,0.0071907,6,0,6
0.025,1,13,301,0.00595309,6,0,6
0.025,1,14,238,0.00471212,6,0,6
0.025,1,15,193,0.00382193,3,0,3
0.025,1,16,184,0.00361337,0,0,0
0.025,1,17,143,0.00278026,5,0,5
0.025,1,18,133,0.00259634,2,0,2
0.025,1,19,107,0.00207743,0,0,0
0.025,1,20,100,0.00192857,0,0,0
0.025,1,21,89,0.00171016,0,0,0
0.025,1,22,62,0.00121293,0,0,0
0.025,1,23,51,0.00099392,3,0,3
0.025,1,24,28,0.000546001,2,0,2
0.025,1,25,22,0.000437237,4,0,4
0.025,1,26,7,0.000137503,1,0,1
0.025,1,27,4,7.77877e-05,0,0,0
0.025,1,28,8,0.000153822,0,0,0
0.025,1,29,4,7.68315e-05,0,0,0
0.025,1,30,7,0.000134146,0,0,0
0.025,1,31,6,0.000116176,0,0,0
0.025,1,32,4,7.74503e-05,0,0,0
0.025,1,33,3,5.86235e-05,0,0,0
0.025,1,34,1,1.97184e-05,0,0,0
0.025,1,35,0,0.0,0,0,0
0.025,2,0,1494,0.0292769,106,53,0
0.025,2,1,1386,0.0266446,80,33,14
0.025,2,2,1239,0.0239921,69,25,19
0.025,2,3,1108,0.0213126,28,5,18
0.025,2,4,992,0.0192562,36,12,12
0.025,2,5,900,0.0178664,28,5,18
0.025,2,6,855,0.0167996,45,4,37
0.025,2,7,750,0.0146074,12,1,10
0.025,2,8,663,0.0130883,19,3,13
0.025,2,9,576,0.0114481,24,4,16
0.025,2,10,538,0.0106425,10,1,8
0.025,2,11,480,0.00947643,12,2,8
0.025,2,12,423,0.00820849,3,0,3
0.025,2,13,359,0.00697223,9,0,9
0.025,2,14,306,0.0059789,14,3,8
0.025,2,15,276,0.00546016,6,0,6
0.025,2,16,231,0.00456323,2,0,2
0.025,2,17,195,0.00383104,5,0,5
0.025,2,18,154,0.00303724,0,0,0
0.025,2,19,140,0.00272713,0,0,0
0.025,2,20,127,0.00247486,2,0,2
0.025,2,21,101,0.00197104,1,0,1
0.025,2,22,97,0.00188028,0,0,0
0.025,2,23,70,0.00135559,0,0,0
0.025,2,24,73,0.00140024,0,0,0
0.025,2,25,68,0.00133015,1,0,1
0.025,2,26,56,0.00110184,0,0,0
0.025,2,27,39,0.000763419,0,0,0
0.025,2,28,35,0.000676355,3,0,3
0.025,2,29,31,0.000604595,1,0,1
0.025,2,30,24,0.000464738,0,0,0
0.025,2,31,19,0.000371297,0,0,0
0.025,2,32,17,0.000336234,0,0,0
0.025,2,33,22,0.000429386,0,0,0
0.025,2,34,21,0.000412768,0,0,0
0.025,2,35,6,0.000116813,0,0,0
0.025,2,36,5,9.82936e-05,0,0,0
0.025,2,37,2,3.89029e-05,0,0,0
0.025,2,38,1,1.94077e-05,0,0,0
0.025,2,39,3,5.79889e-05,0,0,0
0.025,2,40,10,0.000193874,0,0,0
0.025,2,41,8,0.000155418,0,0,0
0.025,2,42,8,0.000155243,0,0,0
0.025,2,43,6,0.000117952,0,0,0
0.025,2,44,6,0.000117486,0,0,0
0.025,2,45,5,9.80008e-05,0,0,0
0.025,2,46,2,3.93778e-05,0,0,0
0.025,2,47,1,1.92589e-05,0,0,0
0.025,2,48,0,0.0,0,0,0
0.025,3,0,1128,0.0218987,80,40,0
0.025,3,1,1020,0.0197951,69,25,19
0.025,3,2,989,0.01929,37,8,21
0.025,3,3,937,0.0182886,38,11,16
0.025,3,4,851,0.016895,21,1,19
0.025,3,5,809,0.0159033,28,6,16
0.025,3,6,618,0.0123848,16,2,12
0.025,3,7,604,0.011745,21,0,21
0.025,3,8,565,0.0110828,11,2,7
0.025,3,9,514,0.0100654,12,0,12
0.025,3,10,475,0.00925565,6,0,6
0.025,3,11,417,0.00817038,2,0,2
0.025,3,12,360,0.00707714,7,0,7
0.025,3,13,329,0.00653894,12,1,10
0.025,3,14,284,0.00563984,3,1,1
0.025,3,15,248,0.00498172,5,0,5
0.025,3,16,186,0.00375985,6,0,6
0.025,3,17,151,0.00300629,6,0,6
0.025,3,18,125,0.00246831,0,0,0
0.025,3,19,130,0.0025355,2,0,2
0.025,3,20,104,0.0020381,2,0,2
0.025,3,21,86,0.00167472,1,0,1
0.025,3,22,73,0.001426,1,0,1
0.025,3,23,64,0.00125142,0,0,0
0.025,3,24,62,0.00119157,0,0,0
0.025,3,25,57,0.00110585,0,0,0
0.025,3,26,43,0.000839123,0,0,0
0.025,3,27,30,0.000588328,0,0,0
0.025,3,28,27,0.000532208,0,0,0
0.025,3,29,27,0.000520472,0,0,0
0.025,3,30,35,0.000673336,0,0,0
0.025,3,31,30,0.000577212,0,0,0
0.025,3,32,28,0.000542425,0,0,0
0.025,3,33,21,0.000413402,0,0,0
0.025,3,34,13,0.000255423,0,0,0
0.025,3,35,16,0.000307633,0,0,0
0.025,3,36,13,0.000248054,0,0,0
0.025,3,37,16,0.000305111,0,0,0
0.025,3,38,8,0.00015301,0,0,0
0.025,3,39,5,9.51366e-05,0,0,0
0.025,3,40,5,9.67942e-05,0,0,0
0.025,3,41,1,1.90375e-05,0,0,0
0.025,3,42,1,1.92604e-05,0,0,0
0.025,3,43,5,9.78206e-05,0,0,0
0.025,3,44,5,9.81431e-05,0,0,0
0.025,3,45,6,0.000118737,0,0,0
0.025,3,46,6,0.000118948,0,0,0
0.025,3,47,8,0.00015942,0,0,0
0.025,3,48,15,0.000293577,0,0,0
0.025,3,49,15,0.000294118,0,0,0
0.025,3,50,14,0.000269231,0,0,0
0.025,3,51,10,0.00019213,0,0,0
0.025,3,52,12,0.000231696,0,0,0
0.025,3,53,1,1.9317e-05,0,0,0
0.025,3,54,1,1.90847e-05,0,0,0
0.025,3,55,0,0.0,0,0,0
0.025,4,0,1244,0.0243635,128,64,0
0.025,4,1,1071,0.0207768,92,40,12
0.025,4,2,1117,0.0216263,52,13,26
0.025,4,3,1072,0.0208107,24,2,20
0.025,4,4,1048,0.0203669,27,5,17
0.025,4,5,928,0.0180524,35,8,19
0.025,4,6,732,0.0144441,12,1,10
0.025,4,7,659,0.0128475,22,3,16
0.025,4,8,588,0.0115462,19,2,15
0.025,4,9,540,0.0107411,20,3,14
0.025,4,10,459,0.00908803,13,0,13
0.025,4,11,412,0.0081096,4,0,4
0.025,4,12,364,0.00715156,0,0,0
0.025,4,13,327,0.00637129,4,0,4
0.025,4,14,283,0.00545469,3,0,3
0.025,4,15,244,0.00463543,2,0,2
0.025,4,16,231,0.00445258,0,0,0
0.025,4,17,204,0.00391525,3,0,3
0.025,4,18,175,0.00336331,3,0,3
0.025,4,19,168,0.00325317,0,0,0
0.025,4,20,147,0.00285981,0,0,0
0.025,4,21,151,0.0029506,0,0,0
0.025,4,22,126,0.00248452,0,0,0
0.025,4,23,116,0.00224606,2,0,2
0.025,4,24,101,0.0019732,2,0,2
0.025,4,25,78,0.00153658,3,0,3
0.025,4,26,80,0.00154351,0,0,0
0.025,4,27,67,0.00130284,0,0,0
0.025,4,28,66,0.0012843,0,0,0
0.025,4,29,55,0.00107041,2,0,2
0.025,4,30,38,0.00074396,0,0,0
0.025,4,31,40,0.000780975,1,0,1
0.025,4,32,34,0.000645946,0,0,0
0.025,4,33,28,0.000534229,2,0,2
0.025,4,34,24,0.000466092,0,0,0
0.025,4,35,20,0.000389605,0,0,0
0.025,4,36,21,0.00040783,0,0,0
0.025,4,37,11,0.000214091,0,0,0
0.025,4,38,10,0.000193904,0,0,0
0.025,4,39,1,1.92953e-05,0,0,0
0.025,4,40,1,1.91865e-05,0,0,0
0.025,4,41,0,0.0,0,0,0
0.025,5,0,1344,0.026155,114,57,0
0.025,5,1,1232,0.0242663,96,40,16
0.025,5,2,1164,0.0225529,56,20,16
0.025,5,3,1115,0.021648,52,17,18
0.025,5,4,960,0.0186473,16,2,12
0.025,5,5,924,0.0182992,41,17,7
0.025,5,6,878,0.0168652,30,9,12
0.025,5,7,798,0.0154669,21,4,13
0.025,5,8,694,0.0135209,21,2,17
0.025,5,9,638,0.0123299,7,1,5
0.025,5,10,556,0.0107631,28,6,16
0.025,5,11,460,0.00888168,10,2,6
0.025,5,12,370,0.00717249,22,0,22
0.025,5,13,339,0.00659225,8,0,8
0.025,5,14,276,0.00535985,8,2,4
0.025,5,15,244,0.00468079,6,0,6
0.025,5,16,189,0.00367104,1,0,1
0.025,5,17,158,0.00302508,3,0,3
0.025,5,18,128,0.00247219,3,0,3
0.025,5,19,102,0.00199437,1,0,1
0.025,5,20,93,0.00179398,2,0,2
0.025,5,21,72,0.00138889,5,0,5
0.025,5,22,67,0.00131064,0,0,0
0.025,5,23,67,0.00128896,2,0,2
0.025,5,24,49,0.000956359,3,0,3
0.025,5,25,47,0.000928634,1,0,1
0.025,5,26,42,0.000813229,2,0,2
0.025,5,27,31,0.00059952,0,0,0
0.025,5,28,25,0.000488873,0,0,0
0.025,5,29,18,0.000351549,0,0,0
0.025,5,30,19,0.00036664,0,0,0
0.025,5,31,27,0.000516016,0,0,0
0.025,5,32,22,0.000421941,0,0,0
0.025,5,33,16,0.00030819,0,0,0
0.025,5,34,13,0.000254333,0,0,0
0.025,5,35,17,0.000326885,0,0,0
0.025,5,36,14,0.000270249,0,0,0
0.025,5,37,8,0.000154937,0,0,0
0.025,5,38,4,7.77303e-05,0,0,0
0.025,5,39,5,9.7352e-05,0,0,0
0.025,5,40,2,3.88138e-05,0,0,0
0.025,5,41,2,3.88606e-05,0,0,0
0.025,5,42,0,0.0,0,0,0
0.025,6,0,1366,0.0262682,114,57,0
0.025,6,1,1300,0.0255122,93,30,33
0.025,6,2,1313,0.0259373,49,14,21
0.025,6,3,1222,0.0244811,17,3,11
0.025,6,4,1138,0.0227354,37,9,19
0.025,6,5,1060,0.0211729,38,10,18
0.025,6,6,1037,0.0203007,25,6,13
0.025,6,7,994,0.0192472,40,6,28
0.025,6,8,879,0.0172793,14,0,14
0.025,6,9,834,0.0162865,9,0,9
0.025,6,10,728,0.014251,13,4,5
0.025,6,11,615,0.0122481,6,0,6
0.025,6,12,558,0.0112048,12,0,12
0.025,6,13,487,0.00969772,2,0,2
0.025,6,14,416,0.00816807,9,2,5
0.025,6,15,349,0.00680922,3,0,3
0.025,6,16,318,0.00620464,4,0,4
0.025,6,17,288,0.0055931,3,0,3
0.025,6,18,235,0.0045727,1,0,1
0.025,6,19,210,0.00407498,2,0,2
0.025,6,20,175,0.00335622,2,0,2
0.025,6,21,183,0.00351855,1,0,1
0.025,6,22,150,0.0029027,2,0,2
0.025,6,23,142,0.00275696,0,0,0
0.025,6,24,137,0.00262352,2,0,2
0.025,6,25,150,0.00287059,1,0,1
0.025,6,26,118,0.00226853,0,0,0
0.025,6,27,92,0.00180548,4,0,4
0.025,6,28,65,0.00125789,5,0,5
0.025,6,29,94,0.00178382,2,0,2
0.025,6,30,84,0.00158808,0,0,0
0.025,6,31,61,0.00116168,0,0,0
0.025,6,32,43,0.000816094,3,0,3
0.025,6,33,25,0.000476009,0,0,0
0.025,6,34,17,0.000326208,0,0,0
0.025,6,35,17,0.000326333,0,0,0
0.025,6,36,7,0.000134434,0,0,0
0.025,6,37,7,0.000133191,0,0,0
0.025,6,38,11,0.000209197,0,0,0
0.025,6,39,5,9.63391e-05,0,0,0
0.025,6,40,2,3.82658e-05,0,0,0
0.025,6,41,3,5.75175e-05,0,0,0
0.025,6,42,4,7.62777e-05,0,0,0
0.025,6,43,2,3.74995e-05,0,0,0
0.025,6,44,1,1.94032e-05,0,0,0
0.025,6,45,0,0.0,0,0,0
0.025,7,0,1380,0.0264236,146,73,0
0.025,7,1,1448,0.0277342,87,32,23
0.025,7,2,1360,0.0264849,63,23,17
0.025,7,3,1216,0.0236539,41,15,11
0.025,7,4,1112,0.0214423,42,9,24
0.025,7,5,1021,0.0198909,46,9,28
0.025,7,6,984,0.0193009,48,10,28
0.025,7,7,982,0.0191028,25,8,9
0.025,7,8,886,0.0173617,25,4,17
0.025,7,9,841,0.0165832,28,2,24
0.025,7,10,771,0.0151652,28,8,12
0.025,7,11,696,0.0135445,14,1,12
0.025,7,12,570,0.0110341,12,1,10
0.025,7,13,528,0.0103558,4,0,4
0.025,7,14,499,0.00990708,7,0,7
0.025,7,15,455,0.0090242,5,0,5
0.025,7,16,398,0.00784577,9,0,9
0.025,7,17,345,0.00687854,6,0,6
0.025,7,18,277,0.00544675,1,0,1
0.025,7,19,248,0.00483205,5,0,5
0.025,7,20,198,0.00389029,0,0,0
0.025,7,21,162,0.00317174,1,0,1
0.025,7,22,156,0.00306676,3,0,3
0.025,7,23,113,0.00219077,2,0,2
0.025,7,24,86,0.00163411,0,0,0
0.025,7,25,88,0.00170081,0,0,0
0.025,7,26,72,0.00139784,0,0,0
0.025,7,27,65,0.00126336,0,0,0
0.025,7,28,75,0.00144721,0,0,0
0.025,7,29,68,0.00130563,0,0,0
0.025,7,30,67,0.00128446,0,0,0
0.025,7,31,42,0.000797448,0,0,0
0.025,7,32,35,0.000666438,0,0,0
0.025,7,33,41,0.000792975,0,0,0
0.025,7,34,32,0.000633012,0,0,0
0.025,7,35,34,0.000672176,0,0,0
0.025,7,36,25,0.000498226,1,0,1
0.025,7,37,12,0.000237229,0,0,0
0.025,7,38,6,0.000119818,0,0,0
0.025,7,39,2,3.96873e-05,0,0,0
0.025,7,40,1,1.95099e-05,0,0,0
0.025,7,41,0,0.0,0,0,0
0.025,8,0,1234,0.0238482,96,48,0
0.025,8,1,1187,0.0234659,62,23,16
0.025,8,2,1139,0.0227937,69,20,29
0.025,8,3,1129,0.0222911,38,11,16
0.025,8,4,1040,0.0202879,19,3,13
0.025,8,5,951,0.018538,21,0,21
0.025,8,6,915,0.0177381,23,3,17
0.025,8,7,926,0.0180465,18,0,18
0.025,8,8,761,0.0149175,27,7,13
0.025,8,9,718,0.0141289,26,4,18
0.025,8,10,647,0.0129483,22,2,18
0.025,8,11,625,0.0124294,13,1,11
0.025,8,12,504,0.00992947,8,0,8
0.025,8,13,427,0.00846416,10,0,10
0.025,8,14,362,0.00704499,3,0,3
0.025,8,15,298,0.00577296,5,0,5
0.025,8,16,275,0.00532946,2,0,2
0.025,8,17,263,0.00510938,3,0,3
0.025,8,18,236,0.00459144,1,0,1
0.025,8,19,228,0.00441963,3,0,3
0.025,8,20,197,0.00380912,2,0,2
0.025,8,21,162,0.00318271,0,0,0
0.025,8,22,116,0.00228059,1,0,1
0.025,8,23,93,0.00182661,3,0,3
0.025,8,24,88,0.00173837,0,0,0
0.025,8,25,65,0.00127902,0,0,0
0.025,8,26,66,0.00127339,0,0,0
0.025,8,27,51,0.000985622,3,0,3
0.025,8,28,45,0.000863326,0,0,0
0.025,8,29,37,0.000713129,0,0,0
0.025,8,30,41,0.000797634,0,0,0
0.025,8,31,34,0.000662277,0,0,0
0.025,8,32,24,0.000466019,1,0,1
0.025,8,33,19,0.000372798,0,0,0
0.025,8,34,15,0.000292706,0,0,0
0.025,8,35,12,0.000234073,0,0,0
0.025,8,36,10,0.00019545,0,0,0
0.025,8,37,4,7.85423e-05,0,0,0
0.025,8,38,2,3.93283e-05,0,0,0
0.025,8,39,1,1.96564e-05,0,0,0
0.025,8,40,0,0.0,0,0,0
0.025,9,0,1150,0.0221648,84,42,0
0.025,9,1,1088,0.0209602,77,35,7
0.025,9,2,1015,0.0197141,71,26,19
0.025,9,3,960,0.0187478,30,4,22
0.025,9,4,943,0.0186807,35,3,29
0.025,9,5,859,0.0170816,27,2,23
0.025,9,6,776,0.0151883,11,1,9
0.025,9,7,670,0.0128975,6,0,6
0.025,9,8,591,0.0114517,17,0,17
0.025,9,9,529,0.0101384,5,0,5
0.025,9,10,478,0.00931629,9,1,7
0.025,9,11,404,0.00785595,6,0,6
0.025,9,12,357,0.00698849,10,0,10
0.025,9,13,303,0.00597845,6,0,6
0.025,9,14,283,0.00554554,0,0,0
0.025,9,15,262,0.00513725,1,0,1
0.025,9,16,244,0.00471789,3,1,1
0.025,9,17,221,0.00429126,3,0,3
0.025,9,18,209,0.00405227,1,0,1
0.025,9,19,188,0.00372676,4,0,4
0.025,9,20,149,0.00297144,3,0,3
0.025,9,21,105,0.00208399,1,0,1
0.025,9,22,73,0.00142623,3,0,3
0.025,9,23,70,0.00136601,0,0,0
0.025,9,24,44,0.000845991,0,0,0
0.025,9,25,41,0.000800469,0,0,0
0.025,9,26,33,0.00064433,0,0,0
0.025,9,27,33,0.000653802,0,0,0
0.025,9,28,23,0.00045568,0,0,0
0.025,9,29,25,0.000489179,0,0,0
0.025,9,30,14,0.000270824,0,0,0
0.025,9,31,10,0.000195297,0,0,0
0.025,9,32,4,7.79818e-05,0,0,0
0.025,9,33,1,1.94575e-05,0,0,0
0.025,9,34,0,0.0,0,0,0
0.025,10,0,1372,0.0266698,82,41,0
0.025,10,1,1390,0.0273138,126,50,26
0.025,10,2,1166,0.0232549,46,10,26
0.025,10,3,1045,0.0209578,44,11,22
0.025,10,4,1000,0.0198358,44,11,22
0.025,10,5,819,0.016333,22,5,12
0.025,10,6,760,0.0149113,20,2,16
0.025,10,7,658,0.0129604,13,2,9
0.025,10,8,611,0.0120904,9,1,7
0.025,10,9,480,0.00944027,6,0,6
0.025,10,10,423,0.00825785,3,0,3
0.025,10,11,352,0.00700135,5,0,5
0.025,10,12,288,0.00567734,11,2,7
0.025,10,13,297,0.00575805,15,3,9
0.025,10,14,251,0.00485043,5,0,5
0.025,10,15,196,0.00382603,1,0,1
0.025,10,16,174,0.00337301,5,0,5
0.025,10,17,133,0.00256618,2,0,2
0.025,10,18,113,0.0022072,2,0,2
0.025,10,19,96,0.00185228,2,0,2
0.025,10,20,81,0.00158457,0,0,0
0.025,10,21,50,0.000978895,3,0,3
0.025,10,22,41,0.000804332,0,0,0
0.025,10,23,29,0.000567115,0,0,0
0.025,10,24,21,0.0004038,0,0,0
0.025,10,25,15,0.000289408,0,0,0
0.025,10,26,15,0.000288462,0,0,0
0.025,10,27,11,0.000213443,0,0,0
0.025,10,28,5,9.69782e-05,0,0,0
0.025,10,29,5,9.81277e-05,0,0,0
0.025,10,30,2,3.92095e-05,0,0,0
0.025,10,31,1,1.95971e-05,0,0,0
0.025,10,32,1,1.93326e-05,0,0,0
0.025,10,33,1,1.9529e-05,0,0,0
0.025,10,34,1,1.95122e-05,0,0,0
0.025,10,35,1,1.96271e-05,0,0,0
0.025,10,36,0,0.0,0,0,0
0.025,11,0,1452,0.0278877,128,64,0
0.025,11,1,1300,0.0254333,69,25,19
0.025,11,2,1235,0.0242471,83,21,41
0.025,11,3,1233,0.023827,47,13,21
0.025,11,4,1157,0.0225668,27,8,11
0.025,11,5,1109,0.0217724,40,13,14
0.025,11,6,937,0.0183201,25,2,21
0.025,11,7,859,0.0168339,26,4,18
0.025,11,8,788,0.0155584,23,2,19
0.025,11,9,665,0.0131803,12,2,8
0.025,11,10,606,0.0117702,23,2,19
0.025,11,11,499,0.00965072,7,0,7
0.025,11,12,449,0.00855597,13,1,11
0.025,11,13,375,0.00722794,1,0,1
0.025,11,14,318,0.00612198,4,1,2
0.025,11,15,262,0.00499447,7,0,7
0.025,11,16,198,0.00385484,2,0,2
0.025,11,17,192,0.00370843,5,2,1
0.025,11,18,200,0.00392341,12,4,4
0.025,11,19,167,0.00324234,2,0,2
0.025,11,20,143,0.00276062,2,0,2
0.025,11,21,122,0.00238514,9,0,9
0.025,11,22,99,0.00194683,5,0,5
0.025,11,23,95,0.00186751,5,0,5
0.025,11,24,87,0.00167695,7,0,7
0.025,11,25,69,0.00133184,3,0,3
0.025,11,26,74,0.0014478,0,0,0
0.025,11,27,77,0.00149011,0,0,0
0.025,11,28,75,0.00148321,0,0,0
0.025,11,29,60,0.00118483,3,0,3
0.025,11,30,58,0.00113127,5,0,5
0.025,11,31,59,0.00115582,0,0,0
0.025,11,32,45,0.000886909,0,0,0
0.025,11,33,34,0.000674175,0,0,0
0.025,11,34,25,0.000495717,0,0,0
0.025,11,35,15,0.000295206,0,0,0
0.025,11,36,9,0.000174432,0,0,0
0.025,11,37,10,0.00019413,0,0,0
0.025,11,38,11,0.000211775,0,0,0
0.025,11,39,6,0.000115371,0,0,0
0.025,11,40,7,0.000136335,0,0,0
0.025,11,41,9,0.0001719,0,0,0
0.025,11,42,4,7.71962e-05,0,0,0
0.025,11,43,8,0.000157754,0,0,0
0.025,11,44,8,0.000156513,0,0,0
0.025,11,45,4,7.79302e-05,0,0,0
0.025,11,46,1,1.92508e-05,0,0,0
0.025,11,47,0,0.0,0,0,0
0.025,12,0,1326,0.0253828,84,42,0
0.025,12,1,1282,0.0250391,52,20,12
0.025,12,2,1187,0.0233312,77,25,27
0.025,12,3,1103,0.0218563,40,7,26
0.025,12,4,1065,0.0206588,42,9,24
0.025,12,5,1074,0.0207737,35,9,17
0.025,12,6,997,0.0195913,35,9,17
0.025,12,7,880,0.01711,25,3,19
0.025,12,8,793,0.0153903,21,3,15
0.025,12,9,677,0.013162,14,2,10
0.025,12,10,566,0.0110147,14,0,14
0.025,12,11,504,0.00976328,8,2,4
0.025,12,12,357,0.00698329,14,0,14
0.025,12,13,326,0.00630561,5,0,5
0.025,12,14,247,0.00474252,10,1,8
0.025,12,15,175,0.00340136,0,0,0
0.025,12,16,152,0.00295501,1,0,1
0.025,12,17,153,0.00295367,0,0,0
0.025,12,18,148,0.00291327,1,0,1
0.025,12,19,158,0.00311355,1,0,1
0.025,12,20,147,0.0028674,3,0,3
0.025,12,21,127,0.00247873,0,0,0
0.025,12,22,103,0.00199319,0,0,0
0.025,12,23,92,0.00180569,0,0,0
0.025,12,24,75,0.0014504,0,0,0
0.025,12,25,68,0.00131732,2,0,2
0.025,12,26,65,0.00124122,0,0,0
0.025,12,27,44,0.000839342,1,0,1
0.025,12,28,31,0.000600124,0,0,0
0.025,12,29,22,0.000428299,0,0,0
0.025,12,30,26,0.000504423,0,0,0
0.025,12,31,18,0.000350918,0,0,0
0.025,12,32,16,0.000308202,0,0,0
0.025,12,33,8,0.000154955,0,0,0
0.025,12,34,5,9.86816e-05,0,0,0
0.025,12,35,2,3.88274e-05,0,0,0
0.025,12,36,0,0.0,0,0,0
0.025,13,0,1198,0.0237557,126,63,0
0.025,13,1,1120,0.0220838,57,19,19
0.025,13,2,1125,0.0221265,66,24,18
0.025,13,3,1179,0.0231521,32,9,14
0.025,13,4,1079,0.0210348,38,6,26
0.025,13,5,1012,0.0199598,36,10,16
0.025,13,6,995,0.0195581,34,2,30
0.025,13,7,912,0.0178831,34,3,28
0.025,13,8,785,0.0155138,17,3,11
0.025,13,9,733,0.0146571,8,0,8
0.025,13,10,688,0.013513,12,0,12
0.025,13,11,576,0.011382,8,0,8
0.025,13,12,565,0.0111392,17,2,13
0.025,13,13,523,0.0102638,14,1,12
0.025,13,14,436,0.00852362,0,0,0
0.025,13,15,351,0.00680364,5,0,5
0.025,13,16,304,0.00595985,4,1,2
0.025,13,17,263,0.00512211,1,0,1
0.025,13,18,237,0.00465363,5,0,5
0.025,13,19,240,0.0046987,2,0,2
0.025,13,20,198,0.00385139,0,0,0
0.025,13,21,170,0.00329751,1,0,1
0.025,13,22,156,0.00303019,0,0,0
0.025,13,23,129,0.00249719,1,0,1
0.025,13,24,115,0.00221035,0,0,0
0.025,13,25,101,0.00192667,0,0,0
0.025,13,26,89,0.00167432,3,0,3
0.025,13,27,73,0.00139799,0,0,0
0.025,13,28,60,0.00115987,1,0,1
0.025,13,29,49,0.000936115,0,0,0
0.025,13,30,44,0.000855731,0,0,0
0.025,13,31,34,0.000653042,1,0,1
0.025,13,32,25,0.000484609,2,0,2
0.025,13,33,33,0.000632354,0,0,0
0.025,13,34,23,0.000442206,0,0,0
0.025,13,35,21,0.000407514,0,0,0
0.025,13,36,25,0.000480289,0,0,0
0.025,13,37,21,0.000407024,0,0,0
0.025,13,38,14,0.000268828,0,0,0
0.025,13,39,14,0.000271381,0,0,0
0.025,13,40,17,0.000327679,0,0,0
0.025,13,41,15,0.000292079,0,0,0
0.025,13,42,7,0.000137975,0,0,0
0.025,13,43,5,9.67942e-05,0,0,0
0.025,13,44,7,0.000134652,0,0,0
0.025,13,45,5,9.54672e-05,0,0,0
0.025,13,46,9,0.000174108,0,0,0
0.025,13,47,8,0.000155147,0,0,0
0.025,13,48,7,0.000137454,0,0,0
0.025,13,49,8,0.000157017,0,0,0
0.025,13,50,11,0.000211482,0,0,0
0.025,13,51,9,0.000172851,0,0,0
0.025,13,52,9,0.000168906,0,0,0
0.025,13,53,5,9.6176e-05,0,0,0
0.025,13,54,2,3.87988e-05,0,0,0
0.025,13,55,1,1.93065e-05,0,0,0
0.025,13,56,5,9.70309e-05,0,0,0
0.025,13,57,3,5.83136e-05,0,0,0
0.025,13,58,7,0.000137438,0,0,0
0.025,13,59,7,0.000137206,0,0,0
0.025,13,60,8,0.000154889,0,0,0
0.025,13,61,9,0.000172559,0,0,0
0.025,13,62,3,5.78391e-05,0,0,0
