a,replicate,gen,overall_d_count, overall_d_rate, windowed_d_count, windowed_dd_count, windowed_dwt_count, windowed_drive_rate
0.025,0,0,1262,0.0246571,92,46,0,1.0
0.025,0,1,1254,0.0244521,74,31,12,0.755102
0.025,0,2,1172,0.0231063,79,31,17,0.718182
0.025,0,3,1058,0.0209091,57,13,31,0.527778
0.025,0,4,997,0.0198463,21,3,15,0.362069
0.025,0,5,892,0.0176431,23,3,17,0.261364
0.025,0,6,861,0.0167601,18,2,14,0.204545
0.025,0,7,740,0.0141313,26,5,16,0.236364
0.025,0,8,663,0.0128329,22,5,12,0.289474
0.025,0,9,519,0.0100216,7,0,7,0.0625
0.025,0,10,443,0.00871053,19,0,19,0.115854
0.025,0,11,396,0.00768604,5,0,5,0.05
0.025,0,12,342,0.00657136,5,0,5,0.0510204
0.025,0,13,292,0.00562577,8,1,6,0.0833333
0.025,0,14,235,0.00456098,2,0,2,0.0217391
0.025,0,15,189,0.00365401,2,0,2,0.0204082
0.025,0,16,182,0.00354555,2,0,2,0.0185185
0.025,0,17,165,0.00320887,0,0,0,0.0
0.025,0,18,147,0.00286818,0,0,0,0.0
0.025,0,19,110,0.00213908,1,0,1,0.0121951
0.025,0,20,95,0.00183087,2,0,2,0.0136986
0.025,0,21,74,0.00143361,1,0,1,0.0166667
0.025,0,22,71,0.00135434,0,0,0,0.0
0.025,0,23,68,0.00129628,0,0,0,0.0
0.025,0,24,63,0.00121702,1,0,1,0.0113636
0.025,0,25,59,0.00113187,1,0,1,0.00961538
0.025,0,26,54,0.00103278,0,0,0,0.0
0.025,0,27,48,0.00092425,1,0,1,0.00819672
0.025,0,28,36,0.000701809,0,0,0,0.0
0.025,0,29,39,0.000764346,1,0,1,0.0121951
0.025,0,30,26,0.000507694,0,0,0,0.0
0.025,0,31,21,0.000406693,0,0,0,0.0
0.025,0,32,19,0.000361203,0,0,0,0.0
0.025,0,33,20,0.000383054,0,0,0,0.0
0.025,0,34,32,0.000610967,0,0,0,0.0
0.025,0,35,26,0.000503096,0,0,0,0.0
0.025,0,36,25,0.000480252,0,0,0,0.0
0.025,0,37,24,0.000461361,0,0,0,0.0
0.025,0,38,11,0.00020974,0,0,0,0.0
0.025,0,39,8,0.000155751,0,0,0,0.0
0.025,0,40,9,0.000176443,0,0,0,0.0
0.025,0,41,7,0.000136713,0,0,0,0.0
0.025,0,42,7,0.000136298,1,0,1,0.00909091
0.025,0,43,5,9.78857e-05,0,0,0,0.0
0.025,0,44,5,9.7299e-05,0,0,0,0.0
0.025,0,45,4,7.71545e-05,0,0,0,0.0
0.025,0,46,2,3.83436e-05,0,0,0,0.0
0.025,0,47,2,3.861e-05,0,0,0,0.0
0.025,0,48,1,1.92189e-05,0,0,0,0.0
0.025,0,49,2,3.90518e-05,0,0,0,0.0
0.025,0,50,2,3.90031e-05,0,0,0,0.0
0.025,0,51,4,7.7101e-05,0,0,0,0.0
0.025,0,52,4,7.60427e-05,0,0,0,0.0
0.025,0,53,2,3.86071e-05,0,0,0,0.0
0.025,0,54,3,5.77212e-05,0,0,0,0.0
0.025,0,55,2,3.82409e-05,0,0,0,0.0
0.025,0,56,1,1.91468e-05,0,0,0,0.0
0.025,0,57,3,5.80002e-05,0,0,0,0.0
0.025,0,58,5,9.63131e-05,0,0,0,0.0
0.025,0,59,4,7.78513e-05,0,0,0,0.0
0.025,0,60,2,3.88018e-05,0,0,0,0.0
0.025,0,61,1,1.95503e-05,0,0,0,0.0
0.025,0,62,1,1.96456e-05,0,0,0,0.0
0.025,0,63,1,1.96897e-05,0,0,0,0.0
0.025,0,64,3,5.90528e-05,0,0,0,0.0
0.025,0,65,3,5.91926e-05,0,0,0,0.0
0.025,0,66,9,0.000176706,0,0,0,0.0
0.025,0,67,10,0.000197052,0,0,0,0.0
0.025,0,68,8,0.000155479,0,0,0,0.0
0.025,0,69,4,7.83055e-05,0,0,0,0.0
0.025,0,70,4,7.7694e-05,0,0,0,0.0
0.025,0,71,2,3.89029e-05,0,0,0,0.0
0.025,0,72,0,0.0,0,0,0,0.0
0.025,1,0,1214,0.0238629,112,56,0,1.0
0.025,1,1,1169,0.0231494,75,33,9,0.872093
0.025,1,2,1092,0.0213657,54,19,16,0.574468
0.025,1,3,1169,0.022792,57,19,19,0.475
0.025,1,4,1123,0.0219671,26,6,14,0.40625
0.025,1,5,1092,0.0213057,19,0,19,0.206522
0.025,1,6,1085,0.0213247,23,4,15,0.155405
0.025,1,7,1006,0.0197985,22,4,14,0.234043
0.025,1,8,930,0.0181733,49,10,29,0.4375
0.025,1,9,844,0.01659,15,2,11,0.170455
0.025,1,10,779,0.0154087,13,4,5,0.135417
0.025,1,11,681,0.0135404,17,1,15,0.163462
0.025,1,12,623,0.0123484,13,0,13,0.141304
0.025,1,13,557,0.0110301,8,0,8,0.114286
0.025,1,14,479,0.00922147,7,1,5,0.102941
0.025,1,15,413,0.00792524,9,0,9,0.0849057
0.025,1,16,363,0.00707658,2,0,2,0.0178571
0.025,1,17,304,0.00591509,3,0,3,0.0294118
0.025,1,18,303,0.00584355,1,0,1,0.00980392
0.025,1,19,267,0.00523324,2,0,2,0.0217391
0.025,1,20,253,0.00492237,4,0,4,0.047619
0.025,1,21,192,0.00376471,4,0,4,0.0322581
0.025,1,22,154,0.00298681,0,0,0,0.0
0.025,1,23,126,0.00241342,0,0,0,0.0
0.025,1,24,92,0.0017844,0,0,0,0.0
0.025,1,25,68,0.00132595,0,0,0,0.0
0.025,1,26,45,0.000892857,0,0,0,0.0
0.025,1,27,34,0.000678643,0,0,0,0.0
0.025,1,28,39,0.000780062,2,0,2,0.0142857
0.025,1,29,36,0.000718448,0,0,0,0.0
0.025,1,30,33,0.000657371,2,0,2,0.015873
0.025,1,31,15,0.000293129,0,0,0,0.0
0.025,1,32,10,0.00019428,0,0,0,0.0
0.025,1,33,11,0.0002127,0,0,0,0.0
0.025,1,34,0,0.0,0,0,0,0.0
0.025,2,0,1166,0.0226601,122,61,0,1.0
0.025,2,1,1130,0.0217768,84,36,12,0.857143
0.025,2,2,1042,0.0203826,47,9,29,0.522222
0.025,2,3,1021,0.0197562,36,9,18,0.352941
0.025,2,4,999,0.0191835,25,7,11,0.265957
0.025,2,5,915,0.01766,15,0,15,0.202703
0.025,2,6,829,0.0160777,28,3,22,0.254545
0.025,2,7,727,0.0142042,16,2,12,0.235294
0.025,2,8,675,0.0132483,3,0,3,0.046875
0.025,2,9,584,0.011376,14,4,6,0.159091
0.025,2,10,508,0.00981984,4,0,4,0.0344828
0.025,2,11,402,0.00791775,18,1,16,0.195652
0.025,2,12,392,0.00759219,2,0,2,0.0172414
0.025,2,13,356,0.00690618,6,0,6,0.05
0.025,2,14,318,0.00620803,0,0,0,0.0
0.025,2,15,260,0.00512013,2,0,2,0.016129
0.025,2,16,206,0.00404667,5,0,5,0.0471698
0.025,2,17,151,0.00300199,0,0,0,0.0
0.025,2,18,130,0.00256522,4,0,4,0.0285714
0.025,2,19,96,0.00188538,1,0,1,0.0128205
0.025,2,20,85,0.00164646,0,0,0,0.0
0.025,2,21,78,0.00154725,0,0,0,0.0
0.025,2,22,61,0.00118025,2,0,2,0.0188679
0.025,2,23,72,0.00136152,0,0,0,0.0
0.025,2,24,64,0.00121309,0,0,0,0.0
0.025,2,25,42,0.000807817,0,0,0,0.0
0.025,2,26,39,0.000754673,0,0,0,0.0
0.025,2,27,32,0.000619171,1,0,1,0.00704225
0.025,2,28,23,0.000448675,0,0,0,0.0
0.025,2,29,39,0.000769838,0,0,0,0.0
0.025,2,30,30,0.000581914,0,0,0,0.0
0.025,2,31,18,0.000354666,0,0,0,0.0
0.025,2,32,12,0.000237869,0,0,0,0.0
0.025,2,33,10,0.000193971,0,0,0,0.0
0.025,2,34,9,0.000173257,0,0,0,0.0
0.025,2,35,7,0.000136681,0,0,0,0.0
0.025,2,36,3,5.82321e-05,0,0,0,0.0
0.025,2,37,2,3.88184e-05,0,0,0,0.0
0.025,2,38,1,1.95633e-05,0,0,0,0.0
0.025,2,39,0,0.0,0,0,0,0.0
0.025,3,0,1434,0.0280703,120,60,0,1.0
0.025,3,1,1362,0.026587,77,29,19,0.663793
0.025,3,2,1334,0.0265991,60,18,24,0.652174
0.025,3,3,1399,0.0273991,65,22,21,0.677083
0.025,3,4,1218,0.0242871,49,16,17,0.6125
0.025,3,5,1206,0.0237094,20,5,10,0.294118
0.025,3,6,1156,0.0228811,19,4,11,0.38
0.025,3,7,1154,0.0227362,27,7,13,0.329268
0.025,3,8,1048,0.0206559,19,3,13,0.202128
0.025,3,9,946,0.0185142,11,1,9,0.11
0.025,3,10,878,0.016957,19,4,11,0.175926
0.025,3,11,796,0.0156207,12,0,12,0.142857
0.025,3,12,681,0.0134985,18,0,18,0.257143
0.025,3,13,627,0.0123004,13,2,9,0.154762
0.025,3,14,548,0.0106735,10,0,10,0.116279
0.025,3,15,486,0.00956618,10,1,8,0.0980392
0.025,3,16,407,0.00788821,7,1,5,0.0673077
0.025,3,17,373,0.00718773,5,0,5,0.0568182
0.025,3,18,360,0.00702247,4,0,4,0.0377358
0.025,3,19,340,0.00661582,8,0,8,0.0615385
0.025,3,20,289,0.00555748,5,0,5,0.05
0.025,3,21,273,0.00532205,3,0,3,0.0254237
0.025,3,22,214,0.00421393,5,0,5,0.0462963
0.025,3,23,198,0.00392235,4,0,4,0.03125
0.025,3,24,165,0.00320837,3,1,1,0.0306122
0.025,3,25,154,0.00299355,1,0,1,0.0111111
0.025,3,26,128,0.00245549,7,0,7,0.0614035
0.025,3,27,102,0.00198706,0,0,0,0.0
0.025,3,28,75,0.00145563,0,0,0,0.0
0.025,3,29,50,0.000960799,1,0,1,0.01
0.025,3,30,38,0.00073501,1,0,1,0.00980392
0.025,3,31,18,0.000352651,0,0,0,0.0
0.025,3,32,19,0.000366075,2,0,2,0.0212766
0.025,3,33,18,0.000349555,0,0,0,0.0
0.025,3,34,13,0.000255885,0,0,0,0.0
0.025,3,35,10,0.000195282,0,0,0,0.0
0.025,3,36,9,0.000176036,0,0,0,0.0
0.025,3,37,12,0.000233272,0,0,0,0.0
0.025,3,38,11,0.000214358,0,0,0,0.0
0.025,3,39,7,0.00013524,0,0,0,0.0
0.025,3,40,7,0.000137801,0,0,0,0.0
0.025,3,41,4,7.7691e-05,0,0,0,0.0
0.025,3,42,1,1.93551e-05,0,0,0,0.0
0.025,3,43,0,0.0,0,0,0,0.0
0.025,4,0,1440,0.0280199,88,44,0,1.0
0.025,4,1,1342,0.0259947,78,28,22,0.684211
0.025,4,2,1097,0.0214249,28,5,18,0.378378
0.025,4,3,997,0.01965,14,2,10,0.28
0.025,4,4,970,0.0190211,37,11,15,0.385417
0.025,4,5,921,0.0180101,24,3,18,0.3
0.025,4,6,803,0.0158771,39,11,17,0.382353
0.025,4,7,735,0.0144395,16,0,16,0.307692
0.025,4,8,688,0.0133256,8,1,6,0.121212
0.025,4,9,659,0.012919,9,0,9,0.121622
0.025,4,10,602,0.0120893,17,2,13,0.180851
0.025,4,11,490,0.00980235,7,2,3,0.109375
0.025,4,12,425,0.00839224,13,1,11,0.135417
0.025,4,13,363,0.00710566,18,2,14,0.166667
0.025,4,14,336,0.0065446,12,0,12,0.12766
0.025,4,15,280,0.00548546,3,0,3,0.0348837
0.025,4,16,225,0.00444506,0,0,0,0.0
0.025,4,17,202,0.00392813,2,0,2,0.0217391
0.025,4,18,140,0.00268323,3,0,3,0.0340909
0.025,4,19,115,0.00221495,4,0,4,0.0392157
0.025,4,20,101,0.00195403,2,0,2,0.0192308
0.025,4,21,97,0.00188687,0,0,0,0.0
0.025,4,22,89,0.00173584,1,0,1,0.0106383
0.025,4,23,76,0.00147935,2,0,2,0.0175439
0.025,4,24,50,0.000970949,0,0,0,0.0
0.025,4,25,35,0.000681995,2,0,2,0.0188679
0.025,4,26,20,0.000388848,0,0,0,0.0
0.025,4,27,18,0.000351315,0,0,0,0.0
0.025,4,28,9,0.000173886,0,0,0,0.0
0.025,4,29,12,0.000231866,0,0,0,0.0
0.025,4,30,8,0.000154404,0,0,0,0.0
0.025,4,31,8,0.000156586,0,0,0,0.0
0.025,4,32,4,7.86565e-05,0,0,0,0.0
0.025,4,33,2,3.97267e-05,0,0,0,0.0
0.025,4,34,1,1.97535e-05,0,0,0,0.0
0.025,4,35,0,0.0,0,0,0,0.0
0.025,5,0,1358,0.026272,106,53,0,1.0
0.025,5,1,1283,0.0249582,83,34,15,0.783019
0.025,5,2,1266,0.0248255,20,5,10,0.5
0.025,5,3,1251,0.0242583,35,10,15,0.472973
0.025,5,4,1190,0.0232895,39,11,17,0.5
0.025,5,5,1129,0.021846,31,5,21,0.369048
0.025,5,6,1025,0.0205008,46,6,34,0.359375
0.025,5,7,995,0.0199048,31,11,9,0.369048
0.025,5,8,1001,0.019656,33,6,21,0.375
0.025,5,9,887,0.017414,14,2,10,0.175
0.025,5,10,904,0.017441,17,2,13,0.217949
0.025,5,11,795,0.0155425,22,2,18,0.2
0.025,5,12,705,0.0138933,13,1,11,0.13
0.025,5,13,654,0.0129167,23,3,17,0.155405
0.025,5,14,557,0.0111543,13,2,9,0.166667
0.025,5,15,459,0.00911148,15,2,11,0.174419
0.025,5,16,390,0.00775009,9,0,9,0.0957447
0.025,5,17,335,0.00663182,7,0,7,0.0546875
0.025,5,18,308,0.0060241,10,0,10,0.0793651
0.025,5,19,240,0.00468457,0,0,0,0.0
0.025,5,20,233,0.00450694,1,0,1,0.0151515
0.025,5,21,193,0.00374075,3,0,3,0.0277778
0.025,5,22,139,0.00269714,5,1,3,0.0490196
0.025,5,23,122,0.00230641,5,0,5,0.0333333
0.025,5,24,82,0.00158173,0,0,0,0.0
0.025,5,25,85,0.00163833,1,0,1,0.0104167
0.025,5,26,67,0.001309,2,0,2,0.0181818
0.025,5,27,54,0.00107202,0,0,0,0.0
0.025,5,28,56,0.00110271,0,0,0,0.0
0.025,5,29,39,0.000776861,1,0,1,0.0078125
0.025,5,30,29,0.000577459,0,0,0,0.0
0.025,5,31,23,0.000456748,0,0,0,0.0
0.025,5,32,29,0.000584042,0,0,0,0.0
0.025,5,33,23,0.000453238,0,0,0,0.0
0.025,5,34,34,0.000661813,0,0,0,0.0
0.025,5,35,22,0.000428549,0,0,0,0.0
0.025,5,36,29,0.000569901,0,0,0,0.0
0.025,5,37,14,0.000273203,0,0,0,0.0
0.025,5,38,7,0.000135417,0,0,0,0.0
0.025,5,39,5,9.6499e-05,0,0,0,0.0
0.025,5,40,7,0.000134927,0,0,0,0.0
0.025,5,41,4,7.75976e-05,0,0,0,0.0
0.025,5,42,3,5.78458e-05,0,0,0,0.0
0.025,5,43,5,9.52817e-05,0,0,0,0.0
0.025,5,44,4,7.62486e-05,0,0,0,0.0
0.025,5,45,1,1.91931e-05,0,0,0,0.0
0.025,5,46,2,3.91328e-05,0,0,0,0.0
0.025,5,47,1,1.96641e-05,0,0,0,0.0
0.025,5,48,0,0.0,0,0,0,0.0
0.025,6,0,1318,0.0255466,104,52,0,1.0
0.025,6,1,1296,0.024949,76,34,8,0.844444
0.025,6,2,1218,0.0232727,36,11,14,0.580645
0.025,6,3,1033,0.0201106,66,19,28,0.540984
0.025,6,4,876,0.0170561,21,2,17,0.283784
0.025,6,5,897,0.0174046,13,3,7,0.171053
0.025,6,6,765,0.0148544,37,13,11,0.411111
0.025,6,7,709,0.0138596,28,7,14,0.297872
0.025,6,8,616,0.012248,1,0,1,0.0113636
0.025,6,9,547,0.0105087,15,1,13,0.15
0.025,6,10,548,0.0107426,8,0,8,0.0701754
0.025,6,11,448,0.00878018,7,0,7,0.076087
0.025,6,12,385,0.00753218,7,0,7,0.0603448
0.025,6,13,311,0.0061057,6,0,6,0.0576923
0.025,6,14,295,0.00575206,1,0,1,0.0357143
0.025,6,15,257,0.00505587,16,1,14,0.16
0.025,6,16,241,0.0047469,6,0,6,0.0447761
0.025,6,17,206,0.00401387,1,0,1,0.0147059
0.025,6,18,160,0.00310029,1,0,1,0.0138889
0.025,6,19,139,0.00269945,1,0,1,0.00806452
0.025,6,20,136,0.00265781,7,0,7,0.0583333
0.025,6,21,128,0.00247553,1,0,1,0.0111111
0.025,6,22,100,0.00193551,2,0,2,0.0208333
0.025,6,23,79,0.00150666,2,0,2,0.0188679
0.025,6,24,88,0.00169878,1,0,1,0.0142857
0.025,6,25,63,0.00122245,0,0,0,0.0
0.025,6,26,54,0.0010391,0,0,0,0.0
0.025,6,27,45,0.000864719,0,0,0,0.0
0.025,6,28,40,0.000769734,1,0,1,0.00980392
0.025,6,29,37,0.000726345,0,0,0,0.0
0.025,6,30,33,0.000655074,2,0,2,0.027027
0.025,6,31,23,0.000447419,0,0,0,0.0
0.025,6,32,22,0.000426257,3,0,3,0.0348837
0.025,6,33,21,0.000408799,0,0,0,0.0
0.025,6,34,26,0.000502105,0,0,0,0.0
0.025,6,35,17,0.000328274,0,0,0,0.0
0.025,6,36,12,0.000231152,0,0,0,0.0
0.025,6,37,12,0.000234055,0,0,0,0.0
0.025,6,38,11,0.000215079,0,0,0,0.0
0.025,6,39,13,0.000253322,0,0,0,0.0
0.025,6,40,9,0.000173217,0,0,0,0.0
0.025,6,41,7,0.000136426,0,0,0,0.0
0.025,6,42,3,5.82547e-05,0,0,0,0.0
0.025,6,43,3,5.83885e-05,0,0,0,0.0
0.025,6,44,2,3.87267e-05,0,0,0,0.0
0.025,6,45,2,3.90747e-05,0,0,0,0.0
0.025,6,46,0,0.0,0,0,0,0.0
0.025,7,0,1360,0.0260866,76,38,0,1.0
0.025,7,1,1395,0.0267364,85,38,9,0.85
0.025,7,2,1230,0.0238271,37,15,7,0.711538
0.025,7,3,1223,0.0237864,62,16,30,0.574074
0.025,7,4,1178,0.0228676,33,8,17,0.423077
0.025,7,5,1097,0.0215039,38,10,18,0.475
0.025,7,6,956,0.0187422,17,1,15,0.223684
0.025,7,7,891,0.0176094,15,2,11,0.170455
0.025,7,8,758,0.0150075,16,1,14,0.153846
0.025,7,9,704,0.01395,24,5,14,0.244898
0.025,7,10,580,0.0115487,8,1,6,0.111111
0.025,7,11,555,0.0109213,15,0,15,0.125
0.025,7,12,484,0.0095603,13,0,13,0.166667
0.025,7,13,401,0.00783173,13,1,11,0.0866667
0.025,7,14,390,0.00777388,13,1,11,0.0955882
0.025,7,15,349,0.00697275,6,0,6,0.0491803
0.025,7,16,326,0.00635354,1,0,1,0.0111111
0.025,7,17,284,0.00551392,2,0,2,0.0178571
0.025,7,18,268,0.00521137,4,0,4,0.0689655
0.025,7,19,231,0.00444864,2,0,2,0.0217391
0.025,7,20,223,0.00433802,4,0,4,0.0357143
0.025,7,21,211,0.00413612,5,0,5,0.0409836
0.025,7,22,182,0.00348793,0,0,0,0.0
0.025,7,23,145,0.00279599,2,0,2,0.0208333
0.025,7,24,141,0.00272864,0,0,0,0.0
0.025,7,25,138,0.0026842,0,0,0,0.0
0.025,7,26,119,0.00229916,1,0,1,0.00793651
0.025,7,27,89,0.00173132,1,0,1,0.0106383
0.025,7,28,71,0.00137496,0,0,0,0.0
0.025,7,29,69,0.00132728,0,0,0,0.0
0.025,7,30,52,0.00101555,0,0,0,0.0
0.025,7,31,34,0.000668581,0,0,0,0.0
0.025,7,32,41,0.000811817,0,0,0,0.0
0.025,7,33,37,0.000722713,0,0,0,0.0
0.025,7,34,30,0.000580091,0,0,0,0.0
0.025,7,35,17,0.000329905,1,0,1,0.00704225
0.025,7,36,11,0.000211124,0,0,0,0.0
0.025,7,37,12,0.000229771,0,0,0,0.0
0.025,7,38,13,0.000253115,0,0,0,0.0
0.025,7,39,7,0.00013857,0,0,0,0.0
0.025,7,40,6,0.00011919,0,0,0,0.0
0.025,7,41,9,0.000175857,0,0,0,0.0
0.025,7,42,3,5.86212e-05,0,0,0,0.0
0.025,7,43,3,5.83431e-05,0,0,0,0.0
0.025,7,44,2,3.81417e-05,0,0,0,0.0
0.025,7,45,3,5.79643e-05,0,0,0,0.0
0.025,7,46,1,1.93483e-05,0,0,0,0.0
0.025,7,47,0,0.0,0,0,0,0.0
0.025,8,0,1392,0.0271409,86,43,0,1.0
0.025,8,1,1356,0.0270281,81,24,33,0.698276
0.025,8,2,1300,0.0254892,59,18,23,0.614583
0.025,8,3,1173,0.0230906,50,11,28,0.480769
0.025,8,4,1074,0.0216436,19,7,5,0.256757
0.025,8,5,1046,0.0207564,34,10,14,0.472222
0.025,8,6,975,0.0195485,30,11,8,0.405405
0.025,8,7,946,0.0187684,51,12,27,0.392308
0.025,8,8,926,0.0183374,17,3,11,0.184783
0.025,8,9,846,0.0167757,27,4,19,0.207692
0.025,8,10,693,0.0136444,13,0,13,0.180556
0.025,8,11,632,0.0122552,25,5,15,0.204918
0.025,8,12,574,0.0111391,22,3,16,0.215686
0.025,8,13,519,0.0100216,15,3,9,0.127119
0.025,8,14,447,0.00858064,25,4,17,0.215517
0.025,8,15,414,0.00799598,7,0,7,0.0660377
0.025,8,16,328,0.00633914,5,0,5,0.0403226
0.025,8,17,287,0.00560087,5,0,5,0.0438596
0.025,8,18,216,0.00420872,3,0,3,0.0340909
0.025,8,19,163,0.00317664,2,0,2,0.0232558
0.025,8,20,134,0.00260924,3,0,3,0.0375
0.025,8,21,138,0.00266276,0,0,0,0.0
0.025,8,22,130,0.00250173,2,0,2,0.015625
0.025,8,23,145,0.00281084,0,0,0,0.0
0.025,8,24,116,0.00221704,0,0,0,0.0
0.025,8,25,119,0.0022853,3,0,3,0.0375
0.025,8,26,79,0.0015274,2,0,2,0.0136986
0.025,8,27,64,0.00123609,0,0,0,0.0
0.025,8,28,45,0.000865484,0,0,0,0.0
0.025,8,29,32,0.000616262,0,0,0,0.0
0.025,8,30,29,0.000562976,0,0,0,0.0
0.025,8,31,19,0.000368089,0,0,0,0.0
0.025,8,32,15,0.000289945,0,0,0,0.0
0.025,8,33,11,0.000212232,0,0,0,0.0
0.025,8,34,7,0.000137309,0,0,0,0.0
0.025,8,35,3,5.82117e-05,0,0,0,0.0
0.025,8,36,2,3.85758e-05,0,0,0,0.0
0.025,8,37,3,5.77034e-05,0,0,0,0.0
0.025,8,38,1,1.91432e-05,0,0,0,0.0
0.025,8,39,1,1.93043e-05,0,0,0,0.0
0.025,8,40,0,0.0,0,0,0,0.0
0.025,9,0,1220,0.0234742,92,46,0,1.0
0.025,9,1,1243,0.023697,81,34,13,0.710526
0.025,9,2,1266,0.0243996,49,16,17,0.628205
0.025,9,3,1204,0.0234296,22,2,18,0.366667
0.025,9,4,1116,0.0217239,33,10,13,0.485294
0.025,9,5,1129,0.0220198,33,7,19,0.366667
0.025,9,6,1053,0.0206625,47,14,19,0.443396
0.025,9,7,930,0.0181513,19,5,9,0.25
0.025,9,8,873,0.016719,21,4,13,0.21875
0.025,9,9,759,0.0149169,8,0,8,0.117647
0.025,9,10,628,0.0123973,17,0,17,0.173469
0.025,9,11,571,0.0111563,18,2,14,0.152542
0.025,9,12,527,0.0101966,7,1,5,0.0833333
0.025,9,13,444,0.00854668,9,0,9,0.125
0.025,9,14,384,0.00748101,3,0,3,0.0357143
0.025,9,15,311,0.0061443,2,0,2,0.037037
0.025,9,16,278,0.00541214,0,0,0,0.0
0.025,9,17,278,0.00539178,6,0,6,0.0517241
0.025,9,18,216,0.00421398,3,0,3,0.0384615
0.025,9,19,181,0.00349934,4,0,4,0.0298507
0.025,9,20,144,0.00275926,2,0,2,0.0196078
0.025,9,21,128,0.00248611,1,0,1,0.0125
0.025,9,22,112,0.00218204,3,0,3,0.0272727
0.025,9,23,87,0.00166005,1,0,1,0.0142857
0.025,9,24,78,0.00149839,1,0,1,0.0119048
0.025,9,25,66,0.00126767,0,0,0,0.0
0.025,9,26,79,0.00153041,2,0,2,0.0153846
0.025,9,27,74,0.00144543,1,0,1,0.00943396
0.025,9,28,62,0.00121198,0,0,0,0.0
0.025,9,29,40,0.000778119,0,0,0,0.0
0.025,9,30,27,0.00051249,0,0,0,0.0
0.025,9,31,33,0.00062838,2,0,2,0.0166667
0.025,9,32,37,0.000714865,0,0,0,0.0
0.025,9,33,27,0.000522325,1,0,1,0.0102041
0.025,9,34,32,0.000620612,0,0,0,0.0
0.025,9,35,22,0.000431457,0,0,0,0.0
0.025,9,36,16,0.000310354,0,0,0,0.0
0.025,9,37,11,0.000213559,0,0,0,0.0
0.025,9,38,9,0.000173264,0,0,0,0.0
0.025,9,39,10,0.000194001,0,0,0,0.0
0.025,9,40,12,0.000231786,0,0,0,0.0
0.025,9,41,14,0.00027194,0,0,0,0.0
0.025,9,42,18,0.000349013,0,0,0,0.0
0.025,9,43,11,0.000213236,0,0,0,0.0
0.025,9,44,14,0.000276844,0,0,0,0.0
0.025,9,45,12,0.000238076,0,0,0,0.0
0.025,9,46,14,0.000276232,0,0,0,0.0
0.025,9,47,11,0.000214835,0,0,0,0.0
0.025,9,48,8,0.000156795,0,0,0,0.0
0.025,9,49,10,0.000195603,0,0,0,0.0
0.025,9,50,13,0.000253966,2,0,2,0.0172414
0.025,9,51,8,0.00015655,0,0,0,0.0
0.025,9,52,6,0.000117698,0,0,0,0.0
0.025,9,53,2,3.92495e-05,0,0,0,0.0
0.025,9,54,2,3.93082e-05,0,0,0,0.0
0.025,9,55,1,1.95e-05,0,0,0,0.0
0.025,9,56,0,0.0,0,0,0,0.0
0.025,10,0,1246,0.0238578,122,61,0,1.0
0.025,10,1,1212,0.0229894,96,39,18,0.695652
0.025,10,2,1184,0.0227579,48,14,20,0.5
0.025,10,3,1096,0.0212,47,11,25,0.405172
0.025,10,4,1110,0.0220632,31,6,19,0.407895
0.025,10,5,1051,0.0207241,46,15,16,0.442308
0.025,10,6,1022,0.0198547,53,14,25,0.358108
0.025,10,7,872,0.0167796,33,3,27,0.305556
0.025,10,8,787,0.015061,10,2,6,0.151515
0.025,10,9,698,0.0136009,24,2,20,0.333333
0.025,10,10,597,0.0115621,9,0,9,0.0775862
0.025,10,11,467,0.00893404,3,0,3,0.0306122
0.025,10,12,363,0.0069883,10,2,6,0.0684932
0.025,10,13,320,0.00627648,2,0,2,0.0196078
0.025,10,14,259,0.00506097,3,0,3,0.0326087
0.025,10,15,232,0.00451011,2,0,2,0.0140845
0.025,10,16,198,0.00382964,6,2,2,0.0625
0.025,10,17,201,0.00386538,1,0,1,0.00980392
0.025,10,18,162,0.00313625,0,0,0,0.0
0.025,10,19,119,0.00229588,5,0,5,0.0454545
0.025,10,20,119,0.00230388,0,0,0,0.0
0.025,10,21,91,0.0017395,0,0,0,0.0
0.025,10,22,83,0.00160219,2,0,2,0.016129
0.025,10,23,65,0.00127037,0,0,0,0.0
0.025,10,24,62,0.00122052,0,0,0,0.0
0.025,10,25,65,0.00128023,1,0,1,0.0128205
0.025,10,26,43,0.000842443,1,0,1,0.0116279
0.025,10,27,25,0.000490754,0,0,0,0.0
0.025,10,28,19,0.000368989,0,0,0,0.0
0.025,10,29,11,0.000212865,0,0,0,0.0
0.025,10,30,10,0.000194977,0,0,0,0.0
0.025,10,31,5,9.61945e-05,0,0,0,0.0
0.025,10,32,7,0.000135596,0,0,0,0.0
0.025,10,33,13,0.000254942,0,0,0,0.0
0.025,10,34,12,0.000233772,0,0,0,0.0
0.025,10,35,14,0.000269386,0,0,0,0.0
0.025,10,36,7,0.000135041,0,0,0,0.0
0.025,10,37,12,0.000232585,0,0,0,0.0
0.025,10,38,10,0.000193117,0,0,0,0.0
0.025,10,39,11,0.000211636,0,0,0,0.0
0.025,10,40,5,9.71515e-05,0,0,0,0.0
0.025,10,41,3,5.91483e-05,0,0,0,0.0
0.025,10,42,3,5.91529e-05,0,0,0,0.0
0.025,10,43,2,3.92003e-05,0,0,0,0.0
0.025,10,44,1,1.95794e-05,0,0,0,0.0
0.025,10,45,2,3.90076e-05,0,0,0,0.0
