0.0654,0,0,3374,0.0644164,154,77,0,1.0
0.0654,0,1,3726,0.0700218,158,79,0,1.0
0.0654,0,2,3657,0.0692404,123,53,17,0.878571
0.0654,0,3,3656,0.0701835,141,63,15,0.903846
0.0654,0,4,3442,0.0669858,99,47,5,0.933962
0.0654,0,5,3434,0.0665014,59,23,13,0.75641
0.0654,0,6,3310,0.0643844,81,33,15,0.81
0.0654,0,7,3379,0.0672224,68,25,18,0.693878
0.0654,0,8,3454,0.0683446,65,25,15,0.8125
0.0654,0,9,3546,0.0702958,104,38,28,0.764706
0.0654,0,10,3685,0.0738122,68,29,10,0.809524
0.0654,0,11,3665,0.073344,115,49,17,0.845588
0.0654,0,12,3641,0.072403,46,19,8,0.793103
0.0654,0,13,3687,0.0724846,61,20,21,0.72619
0.0654,0,14,3732,0.0730218,99,42,15,0.825
0.0654,0,15,3549,0.0702939,70,29,12,0.813953
0.0654,0,16,3537,0.0697964,60,23,14,0.638298
0.0654,0,17,3435,0.0673397,84,37,10,0.75
0.0654,0,18,3385,0.0663231,67,25,17,0.67
0.0654,0,19,3270,0.0645633,50,19,12,0.735294
0.0654,0,20,3325,0.0653524,77,31,15,0.802083
0.0654,0,21,3332,0.0662215,55,18,19,0.705128
0.0654,0,22,3301,0.0657229,107,38,31,0.722973
0.0654,0,23,3128,0.0618989,86,36,14,0.86
0.0654,0,24,3169,0.0631602,27,6,15,0.421875
0.0654,0,25,3157,0.0632843,31,9,13,0.516667
0.0654,0,26,2964,0.0591263,68,21,26,0.576271
0.0654,0,27,2964,0.0590203,34,8,18,0.5
0.0654,0,28,3146,0.062607,38,12,14,0.558824
0.0654,0,29,3177,0.0631309,87,34,19,0.679688
0.0654,0,30,3182,0.0624338,72,23,26,0.666667
0.0654,0,31,3251,0.06319,46,11,24,0.522727
0.0654,0,32,3232,0.0638887,48,18,12,0.615385
0.0654,0,33,3292,0.0638232,30,10,10,0.483871
0.0654,0,34,3220,0.0631695,37,9,19,0.544118
0.0654,0,35,3114,0.0610996,53,17,19,0.630952
0.0654,0,36,2982,0.0585671,59,18,23,0.517544
0.0654,0,37,2916,0.0577174,58,13,32,0.630435
0.0654,0,38,2691,0.0541144,32,9,14,0.666667
0.0654,0,39,2531,0.0508866,37,10,17,0.560606
0.0654,0,40,2546,0.0510466,82,26,30,0.621212
0.0654,0,41,2391,0.0474499,31,9,13,0.407895
0.0654,0,42,2277,0.0453821,32,11,10,0.592593
0.0654,0,43,2134,0.0427381,47,13,21,0.51087
0.0654,0,44,2079,0.0421978,50,12,26,0.471698
0.0654,0,45,2035,0.0404058,27,5,17,0.435484
0.0654,0,46,2002,0.0396608,40,6,28,0.487805
0.0654,0,47,1862,0.0375237,37,11,15,0.4625
0.0654,0,48,1824,0.0359239,23,4,15,0.328571
0.0654,0,49,1726,0.0334795,28,6,16,0.333333
0.0654,0,50,1640,0.0322086,25,0,25,0.178571
0.0654,0,51,1509,0.0297856,23,2,19,0.280488
