gen, popsize, num_dd, num_dwt, num_wtwt, num_d_alleles, rate_d_alleles
-9,24319,0,0,24319,0,0.0
-8,24162,0,0,24162,0,0.0
-7,24030,0,0,24030,0,0.0
-6,24189,0,0,24189,0,0.0
-5,24272,0,0,24272,0,0.0
-4,24258,0,0,24258,0,0.0
-3,24272,0,0,24272,0,0.0
-2,24254,0,0,24254,0,0.0
-1,24118,0,0,24118,0,0.0
0,25324,1000,0,24324,2000,0.0394882
1,24377,597,851,22929,2045,0.0419453
2,24098,597,937,22564,2131,0.0442153
3,24228,629,1026,22573,2284,0.0471355
4,24081,664,1114,22303,2442,0.0507039
5,24187,722,1196,22269,2640,0.0545748
6,24184,706,1219,22259,2631,0.0543955
7,24206,757,1315,22134,2829,0.0584359
8,24235,796,1397,22042,2989,0.061667
9,24251,868,1332,22051,3068,0.0632551
10,24243,928,1408,21907,3264,0.0673184
11,24247,1070,1382,21795,3522,0.0726275
12,24501,1153,1377,21971,3683,0.0751602
13,24315,1328,1426,21561,4082,0.08394
14,24275,1533,1450,21292,4516,0.0930175
15,24349,1684,1561,21104,4929,0.101216
16,24404,1918,1634,20852,5470,0.112072
17,24541,2217,1702,20622,6136,0.125015
18,24796,2640,1741,20415,7021,0.141575
19,24557,2967,1816,19774,7750,0.157796
20,24724,3440,1820,19464,8700,0.175942
21,24881,3797,1870,19214,9464,0.190185
22,24838,4309,1844,18685,10462,0.210605
23,24922,4935,1705,18282,11575,0.232225
24,25068,5731,1734,17603,13196,0.263204
25,25437,6547,1791,17099,14885,0.292586
26,25363,7175,1683,16505,16033,0.316071
27,25522,7979,1671,15872,17629,0.345369
28,25804,8680,1659,15465,19019,0.368528
29,25842,9486,1476,14880,20448,0.395635
30,25890,9951,1537,14402,21439,0.41404
31,26230,11015,1441,13774,23471,0.447408
32,26329,11925,1393,13011,25243,0.479376
33,26610,12751,1238,12621,26740,0.502443
34,26668,13012,1162,12494,27186,0.509712
35,26774,13555,1133,12086,28243,0.527433
36,26767,13900,1104,11763,28904,0.539919
37,26821,14246,1068,11507,29560,0.551061
38,27086,14680,1035,11371,30395,0.561083
39,27112,14959,938,11215,30856,0.569047
40,27125,15208,871,11046,31287,0.576719
41,27181,15420,849,10912,31689,0.582926
42,27083,15753,773,10557,32279,0.595927
43,27068,15554,798,10716,31906,0.589368
44,27122,15473,815,10834,31761,0.585521
45,27124,15831,742,10551,32404,0.597331
46,27316,15826,820,10670,32472,0.594377
47,27165,15846,827,10492,32519,0.598546
48,27279,16017,862,10400,32896,0.602955
49,27274,16102,835,10337,33039,0.605687
50,27279,16223,822,10234,33268,0.609773
51,27311,16403,786,10122,33592,0.61499
52,27396,16563,818,10015,33944,0.619506
53,27357,16370,831,10156,33571,0.613572
54,27333,16615,812,9906,34042,0.622727
55,27321,16702,814,9805,34218,0.626222
56,27317,16816,804,9697,34436,0.630303
57,27529,17008,753,9768,34769,0.631498
58,27586,17082,744,9760,34908,0.632712
59,27341,17049,772,9520,34870,0.637687
60,27496,17151,728,9617,35030,0.637002
61,27694,17309,772,9613,35390,0.638947
62,27277,17061,779,9437,34901,0.639751
63,27569,17377,794,9398,35548,0.64471
64,27370,17249,879,9242,35377,0.646273
65,27611,17594,882,9135,36070,0.653182
66,27616,17750,860,9006,36360,0.658314
67,27443,17667,848,8928,36182,0.659221
68,27713,17879,873,8961,36631,0.660899
69,27621,17664,871,9086,36199,0.65528
70,27595,17722,903,8970,36347,0.658579
71,27440,17768,869,8803,36405,0.663356
72,27533,18002,847,8684,36851,0.669215
73,27557,17995,886,8676,36876,0.669086
74,27480,18105,815,8560,37025,0.673672
75,27576,18359,821,8396,37539,0.680646
76,27738,18652,756,8330,38060,0.686062
77,27628,18615,778,8235,38008,0.687853
78,27770,18805,681,8284,38291,0.689431
79,27735,18730,809,8196,38269,0.689904
80,27739,18692,725,8322,38109,0.686921
81,27872,18764,810,8298,38338,0.687751
82,27762,18678,779,8305,38135,0.68682
83,27637,18785,802,8050,38372,0.694214
84,27808,18820,859,8129,38499,0.692229
85,27654,18635,848,8171,38118,0.689195
86,27833,18708,959,8166,38375,0.68938
87,27802,18881,913,8008,38675,0.695543
88,27572,18794,843,7935,38431,0.696921
89,27994,19140,892,7962,39172,0.69965
90,27819,19335,838,7646,39508,0.71009
91,27926,19114,881,7931,39109,0.700226
92,27737,18907,909,7921,38723,0.698039
93,28007,19334,937,7736,39605,0.707055
94,27986,19480,914,7592,39874,0.712392
95,27745,19249,901,7595,39399,0.71002
96,27860,19572,916,7372,40060,0.718952
97,28079,19977,902,7200,40856,0.727519
98,28141,20200,903,7038,41303,0.733858
99,28046,20023,921,7102,40967,0.730354
100,27872,19855,883,7134,40593,0.728204
